"USERID","PERSONID","STATUS","DEFSITE","TYPE","GROUPNAME"
RODRIGOBERTI,RODRIGOBERTI,INACTIVE,BASE-UNP,TYPE 1,OOG_MOC_OPENERS
RODRIGOCHAMUSCA,RODRIGOCHAMUSCA,INACTIVE,ODN2,TYPE 4,MAXEVERYONE
RODRIGOCHAMUSCA,RODRIGOCHAMUSCA,INACTIVE,ODN2,TYPE 4,OOG_BASE_READ_ONLY
RODRIGOCHAMUSCA,RODRIGOCHAMUSCA,INACTIVE,ODN2,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
RODRIGOCUSANDEI,RODRIGOCUSANDEI,DELETED,N09,TYPE 5,
RODRIGOFIGUEIREDO,RODRIGOFIGUEIREDO,INACTIVE,N08,TYPE 3,MAXEVERYONE
RODRIGOFIGUEIREDO,RODRIGOFIGUEIREDO,INACTIVE,N08,TYPE 3,OOG_ALL_DRILLING
RODRIGOFIGUEIREDO,RODRIGOFIGUEIREDO,INACTIVE,N08,TYPE 3,OOG_REQUISITANTET
RODRIGOFONSECA,RODRIGOFONSECA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
RODRIGOFONSECA,RODRIGOFONSECA,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
RODRIGOFONSECA,RODRIGOFONSECA,INACTIVE,BASE-UNP,TYPE 1,OOG_ISOLATION_MANAGER
RODRIGOFONSECA,RODRIGOFONSECA,INACTIVE,BASE-UNP,TYPE 1,OOG_MAINTENANCE_COORDINATOR
RODRIGOGOES,RODRIGOGOES,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
RODRIGOGOES,RODRIGOGOES,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
RODRIGOGOES,RODRIGOGOES,INACTIVE,ODN1,TYPE 1,OOG_MOCDOC_EMISSOR
RODRIGOGUIMARAES,RODRIGOGUIMARAES,ACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
RODRIGOGUIMARAES,RODRIGOGUIMARAES,ACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
RODRIGOGUIMARAES,RODRIGOGUIMARAES,ACTIVE,OP-BASE,TYPE 1,OOG_ASSET_MANAGER
RODRIGOGUIMARAES,RODRIGOGUIMARAES,ACTIVE,OP-BASE,TYPE 1,OOG_PROJECT_ENGINEER
RODRIGOGUIMARAES,RODRIGOGUIMARAES,ACTIVE,OP-BASE,TYPE 1,OOG_RELIABILITY_TEAM
RODRIGOMENDES,RODRIGOMENDES,INACTIVE,N09,TYPE 5,MAXEVERYONE
RODRIGOMENDES,RODRIGOMENDES,INACTIVE,N09,TYPE 5,OOG_ALL_DRILLING
RODRIGOMENDES,RODRIGOMENDES,INACTIVE,N09,TYPE 5,OOG_BASE_READ_ONLY
RODRIGOMOTTA,RODRIGOMOTTA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
RODRIGOMOTTA,RODRIGOMOTTA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
RODRIGOMOTTA,RODRIGOMOTTA,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,OOG_MOCDOC_APROVADOR
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,OOG_MOCPEO_APROVADOR
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,OOG_MOC_APPROVERS
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,OOG_RIGMGR
RODRIGOROSA,RODRIGOROSA,INACTIVE,ODN1,TYPE 1,TUTOR_GROUP
RODRIGOSCALA,RODRIGOSCALA,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
RODRIGOSCALA,RODRIGOSCALA,INACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
RODRIGOSCALA,RODRIGOSCALA,INACTIVE,BASE-UNP,TYPE 4,OOG_MOCDOC_EMISSOR
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,MAXEVERYONE
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,OOG_DEPARTMENT_LEADER
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,OOG_ISOLATION_MANAGER
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,OOG_MOC_OPENERS
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,OOG_PTW_ISSUER
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,PRIO_REGISTER
RODRIGOSOUZA,RODRIGOSOUZA,ACTIVE,POL,TYPE 1,PRIO_USERS
RODRIGOVELLASCO,RODRIGOVELLASCO,ACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
RODRIGOVELLASCO,RODRIGOVELLASCO,ACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
RODRIGOVELLASCO,RODRIGOVELLASCO,ACTIVE,OP-BASE,TYPE 3,OOG_ENGINEER_COORDINATOR
RODRIGOVELLASCO,RODRIGOVELLASCO,ACTIVE,OP-BASE,TYPE 3,OOG_MOC_OPENERS
RODRIGOVELLASCO,RODRIGOVELLASCO,ACTIVE,OP-BASE,TYPE 3,OOG_PROJECT_ENGINEER
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,OCY_SST
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,OOG_AB_SST
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,OOG_BASE_READ_ONLY
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,OOG_MACRO_ACTIONS
ROMULONEVES,ROMULONEVES,ACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
ROMULOSTEINBACH,ROMULOSTEINBACH,ACTIVE,POL,TYPE 1,MAXEVERYONE
ROMULOSTEINBACH,ROMULOSTEINBACH,ACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
ROMULOSTEINBACH,ROMULOSTEINBACH,ACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ROMULOSTEINBACH,ROMULOSTEINBACH,ACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
RONALDLACERDA,RONALDLACERDA,INACTIVE,ODN1,TYPE 4,MAXEVERYONE
RONALDLACERDA,RONALDLACERDA,INACTIVE,ODN1,TYPE 4,OOG_ALL_DRILLING
RONALDLACERDA,RONALDLACERDA,INACTIVE,ODN1,TYPE 4,OOG_BASE_READ_ONLY
RONALDO,RONALDO,DELETED,OP-BASE,TYPE 1,
RONALDOFERREIRA,RONALDOFERREIRA,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
RONALDOFERREIRA,RONALDOFERREIRA,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
RONALDOFERREIRA,RONALDOFERREIRA,INACTIVE,OP-BASE,TYPE 4,OOG_MOCDOC_EMISSOR
RONALDOFERREIRA,RONALDOFERREIRA,INACTIVE,OP-BASE,TYPE 4,OOG_REQUISITANTET
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,MAXDEFLTREG
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_ASSET_MANAGER
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_DEPARTMENT_TEAM
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_ISOLATION_MANAGER
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_PROJECT_ENGINEER
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_PTW_ISSUER
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,OOG_RELIABILITY_TEAM
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,PRIO_USERS
RONYPESSANHA,RONYPESSANHA,ACTIVE,OP-BASE,TYPE 1,TUTOR_GROUP
RSILVA,RSILVA,INACTIVE,BASE-UNP,TYPE 3,MAXEVERYONE
RSILVA,RSILVA,INACTIVE,BASE-UNP,TYPE 3,OOG_ALL_DRILLING
RSILVA,RSILVA,INACTIVE,BASE-UNP,TYPE 3,OOG_MATERIAL_ENGINEER
RSILVA,RSILVA,INACTIVE,BASE-UNP,TYPE 3,OOG_MOCDOC_EMISSOR
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_APPROVER
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_MANAGER
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_MAINTENANCE_COORDINATOR
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_APROVADOR
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_MOC_APPROVERS
RUANNSILVA,RUANNSILVA,INACTIVE,OP-BASE,TYPE 5,OOG_MOC_OPENERS
RUTHSILVA,RUTHSILVA,ACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
RUTHSILVA,RUTHSILVA,ACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
RUTHSILVA,RUTHSILVA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCDOC_EMISSOR
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,OOG_AB_SST
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,OOG_BASE_READ_ONLY
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_MANAGER
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
RUYSANTOS,RUYSANTOS,ACTIVE,OP-BASE,TYPE 5,OOG_PTW_ISSUER
SAMANTAKLEIN,SAMANTAKLEIN,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
SAMANTAKLEIN,SAMANTAKLEIN,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
SAMUELLIMA,SAMUELLIMA,INACTIVE,BASE-UNP,TYPE 1,MAXDEFLTREG
SAMUELLIMA,SAMUELLIMA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
SAMUELLIMA,SAMUELLIMA,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
SAMUELLIMA,SAMUELLIMA,INACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_LEADER
SAMUELLIMA,SAMUELLIMA,INACTIVE,BASE-UNP,TYPE 1,OOG_ISOLATION_MANAGER
SAMUELLIMA,SAMUELLIMA,INACTIVE,BASE-UNP,TYPE 1,OOG_MOCDOC_EMISSOR
SAMUELMANHAES,SAMUELMANHAES,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
SAMUELMANHAES,SAMUELMANHAES,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
SAMUELMANHAES,SAMUELMANHAES,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
SAMUELSOUZA,SAMUELSOUZA,ACTIVE,BASE-UNP,TYPE 1,MAXDEFLTREG
SAMUELSOUZA,SAMUELSOUZA,ACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
SAMUELSOUZA,SAMUELSOUZA,ACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
SAMUELSOUZA,SAMUELSOUZA,ACTIVE,BASE-UNP,TYPE 1,OOG_BASE_READ_ONLY
SAMVERTELLO,SAMVERTELLO,DELETED,OP-BASE,TYPE 10,
SANJINTOMIC,SANJINTOMIC,INACTIVE,N09,TYPE 1,MAXEVERYONE
SANJINTOMIC,SANJINTOMIC,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
SANJINTOMIC,SANJINTOMIC,INACTIVE,N09,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
SANJINTOMIC,SANJINTOMIC,INACTIVE,N09,TYPE 1,OOG_ISOLATION_MANAGER
SANSCOPARO,SANSCOPARO,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
SANSCOPARO,SANSCOPARO,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
SANSCOPARO,SANSCOPARO,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,MAXEVERYONE
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,OOG_ALL_DRILLING
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,OOG_ASSET_MANAGER
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,OOG_MOCDOC_EMISSOR
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,OOG_MOC_OPENERS
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,OOG_PROJECT_ENGINEER
SARAPENHA,SARAPENHA,ACTIVE,OP-BASE,TYPE 2,OOG_RELIABILITY_TEAM
SARASODRE,SARASODRE,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
SARASODRE,SARASODRE,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
SARASODRE,SARASODRE,INACTIVE,BASE-UNP,TYPE 1,OOG_BASE_READ_ONLY
SATOSHIOKA,SATOSHIOKA,INACTIVE,ODN4,TYPE 1,MAXEVERYONE
SATOSHIOKA,SATOSHIOKA,INACTIVE,ODN4,TYPE 1,OOG_ALL_DRILLING
SATOSHIOKA,SATOSHIOKA,INACTIVE,ODN4,TYPE 1,OOG_BASE_READ_ONLY
SAULOARCARO,SAULOARCARO,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
SAULOARCARO,SAULOARCARO,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
SAVIOCAETANO,SAVIOCAETANO,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
SAVIOCAETANO,SAVIOCAETANO,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
SAVIOCAETANO,SAVIOCAETANO,INACTIVE,ODN1,TYPE 1,OOG_ASSET_ENGINEER
SAVIOTESTE,SAVIOTESTE,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
SAVIOTESTE,SAVIOTESTE,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
SAVIOTESTE,SAVIOTESTE,INACTIVE,ODN1,TYPE 1,OOG_ASSET_ENGINEER
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,MAXDEFLTREG
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,MAXEVERYONE
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,OOG_ALL_DRILLING
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,OOG_MOC_OPENERS
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,PRIO_MATERIALS_COORDINATOR
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,PRIO_REGISTER
SEBASTIAOSILVA,SEBASTIAOSILVA,ACTIVE,PGA,TYPE 3,PRIO_USERS
SERGEVROLIJK,SERGEVROLIJK,INACTIVE,ODN2,TYPE 3,MAXEVERYONE
SERGEVROLIJK,SERGEVROLIJK,INACTIVE,ODN2,TYPE 3,OOG_ALL_DRILLING
SERGEVROLIJK,SERGEVROLIJK,INACTIVE,ODN2,TYPE 3,OOG_MAINTENANCE_COORDINATOR
SERGIO.COIMBRA,SERGIO.COIMBRA,INACTIVE,N08,TYPE 1,MAXEVERYONE
SERGIO.COIMBRA,SERGIO.COIMBRA,INACTIVE,N08,TYPE 1,MAXREADONLYSPPT
SERGIO.COIMBRA,SERGIO.COIMBRA,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
SERGIOLOPES,SERGIOLOPES,INACTIVE,POL,TYPE 1,MAXEVERYONE
SERGIOLOPES,SERGIOLOPES,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
SERGIOLOPES,SERGIOLOPES,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
SERGIOLOPES,SERGIOLOPES,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
SERGIOSAPUCAIA,SERGIOSAPUCAIA,INACTIVE,N06,TYPE 1,MAXDEFLTREG
SERGIOSAPUCAIA,SERGIOSAPUCAIA,INACTIVE,N06,TYPE 1,MAXEVERYONE
SERGIOSAPUCAIA,SERGIOSAPUCAIA,INACTIVE,N06,TYPE 1,OOG_ISOLATION_APPROVER
SERGIOSAPUCAIA,SERGIOSAPUCAIA,INACTIVE,N06,TYPE 1,OOG_MOC_APPROVERS
SERGIOSILVA,SERGIOSILVA,INACTIVE,ODN1,TYPE 5,MAXDEFLTREG
SERGIOSILVA,SERGIOSILVA,INACTIVE,ODN1,TYPE 5,MAXEVERYONE
SERGIOSILVA,SERGIOSILVA,INACTIVE,ODN1,TYPE 5,OOG_ALL_DRILLING
SERGIOSILVA,SERGIOSILVA,INACTIVE,ODN1,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
SERGIOSILVA,SERGIOSILVA,INACTIVE,ODN1,TYPE 5,OOG_DEPARTMENT_LEADER
SERGIOSILVA,SERGIOSILVA,INACTIVE,ODN1,TYPE 5,OOG_MOC_OPENERS
SIDNEISCHOTT,SIDNEISCHOTT,ACTIVE,N08,TYPE 1,MAXEVERYONE
SIDNEISCHOTT,SIDNEISCHOTT,ACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
SIDNEISCHOTT,SIDNEISCHOTT,ACTIVE,N08,TYPE 1,OOG_MATERIALS_COORDINATOR_YARD
SIDNEISCHOTT,SIDNEISCHOTT,ACTIVE,N08,TYPE 1,OOG_REQUISITANTET
SIMARIOOLIVEIRA,SIMARIOOLIVEIRA,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
SIMARIOOLIVEIRA,SIMARIOOLIVEIRA,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
SIMONEALVES,SIMONEALVES,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
SIMONEALVES,SIMONEALVES,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
SIMONEALVES,SIMONEALVES,INACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_APPROVER
SIMONEALVES,SIMONEALVES,INACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_MANAGER
SIMONEALVES,SIMONEALVES,INACTIVE,OP-BASE,TYPE 5,OOG_MAINTENANCE_COORDINATOR
SIMONEALVES,SIMONEALVES,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
SIMONEESTEVES,SIMONEESTEVES,INACTIVE,OP-BASE,TYPE 1,MAXDEFLTREG
SIMONEESTEVES,SIMONEESTEVES,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
SIMONEESTEVES,SIMONEESTEVES,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
SIMONEMELO,SIMONEMELO,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
SIMONEMELO,SIMONEMELO,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
SIMONEMELO,SIMONEMELO,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
SINVALJUNIOR,SINVALJUNIOR,INACTIVE,ODN2,TYPE 1,MAXEVERYONE
SINVALJUNIOR,SINVALJUNIOR,INACTIVE,ODN2,TYPE 1,OOG_ALL_DRILLING
SINVALJUNIOR,SINVALJUNIOR,INACTIVE,ODN2,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
SINVALJUNIOR,SINVALJUNIOR,INACTIVE,ODN2,TYPE 1,OOG_MOCPEO_EMISSOR
SISLESOUZA,SISLESOUZA,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
SISLESOUZA,SISLESOUZA,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
SISLESOUZA,SISLESOUZA,INACTIVE,OP-BASE,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
SISLESOUZA,SISLESOUZA,INACTIVE,OP-BASE,TYPE 4,OOG_REQUISITANTET
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,MOBILE
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCDOC_APROVADOR
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCDOC_GESTOR
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCPEO_APROVADOR
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,OOG_MOC_MACRO
SONIACOSTA,SONIACOSTA,ACTIVE,OP-BASE,TYPE 3,OOG_MOC_OPENERS
SONIA_TESTE,SONIA_TESTE,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
SONIA_TESTE,SONIA_TESTE,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
SONIA_TESTE,SONIA_TESTE,INACTIVE,OP-BASE,TYPE 1,OOG_MOCDOC_APROVADOR
SONIA_TESTE,SONIA_TESTE,INACTIVE,OP-BASE,TYPE 1,OOG_MOC_MACRO
SORAYAMARTINS,SORAYAMARTINS,ACTIVE,N08,TYPE 2,MAXEVERYONE
SORAYAMARTINS,SORAYAMARTINS,ACTIVE,N08,TYPE 2,OOG_ALL_DRILLING
SORAYAMARTINS,SORAYAMARTINS,ACTIVE,N08,TYPE 2,OOG_BASE_READ_ONLY
SORAYAMARTINS,SORAYAMARTINS,ACTIVE,N08,TYPE 2,OOG_MOCDOC_EMISSOR
SORAYAMARTINS,SORAYAMARTINS,ACTIVE,N08,TYPE 2,OOG_MOC_OPENERS
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,OOG_DEPARTMENT_LEADER
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,OOG_LOGISTICA
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,OOG_MACRO_ACTIONS
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
SORAYARANGEL,SORAYARANGEL,ACTIVE,OP-BASE,TYPE 5,OOG_TRANSPORTADOR
STAR,STAR,INACTIVE,,TYPE 1,MAXDEFLTREG
STAR,STAR,INACTIVE,,TYPE 1,MAXEVERYONE
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,MAXEVERYONE
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,MOBILE
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,OOG_ALL_DRILLING
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,OOG_ENGINEER_COORDINATOR
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,OOG_MACRO_ACTIONS
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,OOG_MOCPEO_APROVADOR
STENIOFERREIRA,STENIOFERREIRA,INACTIVE,HTQ,TYPE 2,OOG_MOC_APPROVERS
STEPHANYCOSTA,STEPHANYCOSTA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
STEPHANYCOSTA,STEPHANYCOSTA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
STEPHANYCOSTA,STEPHANYCOSTA,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
STEPHANYCOSTA,STEPHANYCOSTA,INACTIVE,OP-BASE,TYPE 1,OOG_MOCPEO_EMISSOR
STEPHENWENTWORTH,STEPHENWENTWORTH,INACTIVE,N06,TYPE 1,MAXEVERYONE
STEPHENWENTWORTH,STEPHENWENTWORTH,INACTIVE,N06,TYPE 1,OOG_MAINTENANCE_COORDINATOR
STEVEWENTWORTH,STEVEWENTWORTH,INACTIVE,N08,TYPE 2,MAXEVERYONE
STEVEWENTWORTH,STEVEWENTWORTH,INACTIVE,N08,TYPE 2,OOG_ALL_DRILLING
STEVEWENTWORTH,STEVEWENTWORTH,INACTIVE,N08,TYPE 2,OOG_BASE_READ_ONLY
STEVEWENTWORTH,STEVEWENTWORTH,INACTIVE,N08,TYPE 2,OOG_DEFSITE_DATA_RESTRICTIONS
STEVEWENTWORTH,STEVEWENTWORTH,INACTIVE,N08,TYPE 2,OOG_MAINTENANCE_COORDINATOR
STWARTSILVA,STWARTSILVA,INACTIVE,OP-BASE,TYPE 1,MAXDEFLTREG
STWARTSILVA,STWARTSILVA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
STWARTSILVA,STWARTSILVA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
STWARTSILVA,STWARTSILVA,INACTIVE,OP-BASE,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
SULAMITAMUNIZ,SULAMITAMUNIZ,INACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
SULAMITAMUNIZ,SULAMITAMUNIZ,INACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
