IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT GROUPNAME, APP, OPTIONNAME FROM APPLICATIONAUTH;
  OOG_ASSIST_RIGMGR, OOG_CMRCV, NEXT
  OOG_ASSIST_RIGMGR, OOG_CMRCV, PREVIOUS
  OOG_ASSIST_RIGMGR, PLUSGPO, CREATEKPI
  OOG_ASSIST_RIGMGR, PLUSGPO, CREATEREPT
  OOG_ASSIST_RIGMGR, PLUSGPO, PUBLICREPT
  OOG_ASSIST_RIGMGR, PLUSGPO, SEARCHMORE
  OOG_ASSIST_RIGMGR, PLUSGPO, RUNREPORTS
  OOG_ASSIST_RIGMGR, PLUSGPO, VIEWRELREC
  OOG_ASSIST_RIGMGR, PLUSGPO, REVHIST
  OOG_ASSIST_RIGMGR, PLUSGPO, SEARCHTIPS
  OOG_ASSIST_RIGMGR, PLUSGPO, BOOKMARK
  OOG_ASSIST_RIGMGR, PLUSGPO, CLEAR
  OOG_ASSIST_RIGMGR, PLUSGPO, NEXT
  OOG_ASSIST_RIGMGR, PLUSGPO, PREVIOUS
  OOG_ASSIST_RIGMGR, PLUSGPO, VIEWHIST
  OOG_ASSIST_RIGMGR, PLUSGPO, READ
  OOG_ASSIST_RIGMGR, PLUSGPR, READ
  OOG_ASSIST_RIGMGR, PLUSGPR, CREATEKPI
  OOG_ASSIST_RIGMGR, PLUSGPR, CREATEREPT
  OOG_ASSIST_RIGMGR, PLUSGPR, RUNREPORTS
  OOG_ASSIST_RIGMGR, PLUSGPR, BOOKMARK
  OOG_ASSIST_RIGMGR, PLUSGPR, NEXT
  OOG_ASSIST_RIGMGR, PLUSGPR, PREVIOUS
  OOG_ASSIST_RIGMGR, PLUSGPR, CLEAR
  OOG_ASSIST_RIGMGR, PLUSGPR, VIEWHIST
  OOG_ASSIST_RIGMGR, PLUSGASS, ASMOVEHIST
  OOG_ASSIST_RIGMGR, PLUSGASS, BOOKMARK
  OOG_ASSIST_RIGMGR, PLUSGASS, CLEAR
  OOG_ASSIST_RIGMGR, PLUSGASS, CREATEREPT
  OOG_ASSIST_RIGMGR, PLUSGASS, DRILLDOWN
  OOG_ASSIST_RIGMGR, PLUSGASS, NEXT
  OOG_ASSIST_RIGMGR, PLUSGASS, PREVIOUS
  OOG_ASSIST_RIGMGR, PLUSGASS, PUBLICREPT
  OOG_ASSIST_RIGMGR, PLUSGASS, READ
  OOG_ASSIST_RIGMGR, PLUSGASS, RUNREPORTS
  OOG_ASSIST_RIGMGR, INVENTOR, RUNREPORTS
  OOG_ASSIST_RIGMGR, INVENTOR, INVTRANS
  OOG_ASSIST_RIGMGR, INVENTOR, ITEMAVAIL
  OOG_ASSIST_RIGMGR, INVENTOR, NEXT
  OOG_ASSIST_RIGMGR, INVENTOR, PREVIOUS
  OOG_ASSIST_RIGMGR, INVENTOR, READ
  OOG_ASSIST_RIGMGR, INVENTOR, BOOKMARK
  OOG_ASSIST_RIGMGR, INVENTOR, CLEAR
  OOG_ASSIST_RIGMGR, INVENTOR, COGNOSHOME
  OOG_ASSIST_RIGMGR, INVENTOR, CREATEREPT
  OOG_ASSIST_RIGMGR, CHANGEPSWD, READ
  OOG_ASSIST_RIGMGR, CHANGEPSWD, SAVE
  OOG_ASSIST_RIGMGR, STARTCNTR, READ
  OOG_ASSIST_RIGMGR, STARTCNTR, UPDATETEMP
  OOG_ASSIST_RIGMGR, STARTCNTR, DEFAULT
  OOG_ASSIST_RIGMGR, STARTCNTR, DELETEREPT
  OOG_ASSIST_RIGMGR, STARTCNTR, PASSWORD
  OOG_ASSIST_RIGMGR, STARTCNTR, PERSONAL
  OOG_ASSET_MANAGER, PLUSGCFW, MANAGELIB
  OOG_ASSET_MANAGER, PLUSGCFW, SEARCHMORE
  OOG_ASSET_MANAGER, PLUSGCFW, RUNREPORTS
  OOG_ASSET_MANAGER, PLUSGCFW, SEARCHTIPS
  OOG_ASSET_MANAGER, PLUSGCFW, BOOKMARK
  OOG_ASSET_MANAGER, PLUSGCFW, CLEAR
  OOG_ASSET_MANAGER, PLUSGCFW, NEXT
  OOG_ASSET_MANAGER, PLUSGCFW, PREVIOUS
  OOG_ASSET_MANAGER, CRAFT, DELETE
  OOG_ASSET_MANAGER, CRAFT, INSERT
  OOG_ASSET_MANAGER, CRAFT, READ
  OOG_ASSET_MANAGER, CRAFT, SAVE
  OOG_ASSET_MANAGER, CRAFT, ASSOCFOLD
  OOG_ASSET_MANAGER, CRAFT, SEARCHBOOK
  OOG_ASSET_MANAGER, CRAFT, CREATEKPI
  OOG_ASSET_MANAGER, CRAFT, CREATEREPT
  OOG_ASSET_MANAGER, CRAFT, DELETEREPT
  OOG_ASSET_MANAGER, CRAFT, DUPLICATE
  OOG_ASSET_MANAGER, CRAFT, PUBLICREPT
  OOG_ASSET_MANAGER, CRAFT, MANAGEFOLD
  OOG_ASSET_MANAGER, CRAFT, MANAGELIB
  OOG_ASSET_MANAGER, CRAFT, MNGPPCODE
  OOG_ASSET_MANAGER, CRAFT, SEARCHMORE
  OOG_ASSET_MANAGER, CRAFT, RUNREPORTS
  OOG_ASSET_MANAGER, CRAFT, SEARCHTIPS
  OOG_ASSET_MANAGER, CRAFT, BOOKMARK
  OOG_ASSET_MANAGER, CRAFT, CLEAR
  OOG_ASSET_MANAGER, CRAFT, NEXT
  OOG_ASSET_MANAGER, CRAFT, PREVIOUS
  OOG_ASSET_MANAGER, PLUSCTMPLT, OOG_CHECKDF
  OOG_ASSET_MANAGER, OOG_TECACC, HIDENEWROW
  OOG_ASSET_MANAGER, PLUSGASS, OOG_PROTECT
  OOG_ASSET_MANAGER, PLUSGPO, REVHIST
  OOG_ASSET_MANAGER, INVENTOR, REORDER
  OOG_ASSET_MANAGER, PLUSGPR, READ
  OOG_ASSET_MANAGER, PLUSGPR, CREATEKPI
  OOG_ASSET_MANAGER, PLUSGPR, CREATEREPT
  OOG_ASSET_MANAGER, PLUSGPR, RUNREPORTS
  OOG_ASSET_MANAGER, PLUSGPR, BOOKMARK
  OOG_ASSET_MANAGER, PLUSGPR, NEXT
  OOG_ASSET_MANAGER, PLUSGPR, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGPR, CLEAR
  OOG_ASSET_MANAGER, PLUSGPR, VIEWHIST
  OOG_ASSET_MANAGER, PLUSCTMPLT, NEXT
  OOG_ASSET_MANAGER, PLUSCTMPLT, BOOKMARK
  OOG_ASSET_MANAGER, PLUSCTMPLT, CLEAR
  OOG_ASSET_MANAGER, OOG_CMISS, CREATEREPT
  OOG_ASSET_MANAGER, OOG_CMISS, RUNREPORTS
  OOG_ASSET_MANAGER, OOG_CMISS, BOOKMARK
  OOG_ASSET_MANAGER, OOG_CMISS, CLEAR
  OOG_ASSET_MANAGER, OOG_CMISS, NEXT
  OOG_ASSET_MANAGER, OOG_CMISS, PREVIOUS
  OOG_ASSET_MANAGER, CHANGEPSWD, READ
  OOG_ASSET_MANAGER, FAILURE, NEXT
  OOG_ASSET_MANAGER, FAILURE, PREVIOUS
  OOG_ASSET_MANAGER, OOG_TECACC, CREATEREPT
  OOG_ASSET_MANAGER, OOG_TECACC, DELETEREPT
  OOG_ASSET_MANAGER, OOG_TECACC, OOG_DISPLAY
  OOG_ASSET_MANAGER, OOG_TECACC, PLUSGCRRSK
  OOG_ASSET_MANAGER, OOG_TECACC, PLUSGVFDH
  OOG_ASSET_MANAGER, OOG_TECACC, PUBLICREPT
  OOG_ASSET_MANAGER, OOG_TECACC, RUNREPORTS
  OOG_ASSET_MANAGER, OOG_TECACC, SEARCHATTR
  OOG_ASSET_MANAGER, OOG_TECACC, SEARCHBOOK
  OOG_ASSET_MANAGER, OOG_TECACC, SEARCHMORE
  OOG_ASSET_MANAGER, OOG_TECACC, SEARCHTIPS
  OOG_ASSET_MANAGER, OOG_TECACC, VIEWCNTLOC
  OOG_ASSET_MANAGER, OOG_TECACC, VIEWPARENT
  OOG_ASSET_MANAGER, OOG_TECACC, BOOKMARK
  OOG_ASSET_MANAGER, OOG_TECACC, CLEAR
  OOG_ASSET_MANAGER, OOG_TECACC, DRILLDOWN
  OOG_ASSET_MANAGER, OOG_TECACC, NEXT
  OOG_ASSET_MANAGER, OOG_TECACC, PREVIOUS
  OOG_ASSET_MANAGER, OOG_TECACC, VIEWHIST
  OOG_ASSET_MANAGER, OOG_TECACC, VIEWWOPM
  OOG_ASSET_MANAGER, MASTERPM, SAVE
  OOG_ASSET_MANAGER, METERGRP, DELETE
  OOG_ASSET_MANAGER, METERGRP, INSERT
  OOG_ASSET_MANAGER, METERGRP, READ
  OOG_ASSET_MANAGER, METERGRP, SAVE
  OOG_ASSET_MANAGER, METER, DELETE
  OOG_ASSET_MANAGER, METER, INSERT
  OOG_ASSET_MANAGER, METER, READ
  OOG_ASSET_MANAGER, METER, SAVE
  OOG_ASSET_MANAGER, PLUSGPM, DELETE
  OOG_ASSET_MANAGER, PLUSGPM, INSERT
  OOG_ASSET_MANAGER, PLUSGPM, READ
  OOG_ASSET_MANAGER, PLUSGPM, SAVE
  OOG_ASSET_MANAGER, SECURGROUP, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGROU, DELETE
  OOG_ASSET_MANAGER, PLUSGROU, INSERT
  OOG_ASSET_MANAGER, PLUSGROU, READ
  OOG_ASSET_MANAGER, PLUSGROU, SAVE
  OOG_ASSET_MANAGER, PLUSGJP, ASSOCFOLD
  OOG_ASSET_MANAGER, PLUSGJP, CREATEREPT
  OOG_ASSET_MANAGER, PLUSGJP, DELETEREPT
  OOG_ASSET_MANAGER, PLUSGJP, DUPLICATE
  OOG_ASSET_MANAGER, PLUSGJP, MANAGEFOLD
  OOG_ASSET_MANAGER, PLUSGJP, MANAGELIB
  OOG_ASSET_MANAGER, PLUSGJP, PLUSGCRRSK
  OOG_ASSET_MANAGER, PLUSGJP, PUBLICREPT
  OOG_ASSET_MANAGER, PLUSGJP, REVHISTORY
  OOG_ASSET_MANAGER, PLUSGJP, REVISE
  OOG_ASSET_MANAGER, PLUSGJP, RUNREPORTS
  OOG_ASSET_MANAGER, PLUSGJP, SEARCHATTR
  OOG_ASSET_MANAGER, PLUSGJP, SEARCHBOOK
  OOG_ASSET_MANAGER, PLUSGJP, SEARCHMORE
  OOG_ASSET_MANAGER, PLUSGJP, SEARCHTIPS
  OOG_ASSET_MANAGER, PLUSGJP, STATUS
  OOG_ASSET_MANAGER, PLUSGJP, BOOKMARK
  OOG_ASSET_MANAGER, PLUSGJP, CLEAR
  OOG_ASSET_MANAGER, PLUSGJP, NEXT
  OOG_ASSET_MANAGER, PLUSGJP, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGJP, VIEWTOTALS
  OOG_ASSET_MANAGER, OOG_DEPART, ASSOCFOLD
  OOG_ASSET_MANAGER, OOG_DEPART, CREATEREPT
  OOG_ASSET_MANAGER, OOG_DEPART, DELETEREPT
  OOG_ASSET_MANAGER, OOG_DEPART, DUPLICATE
  OOG_ASSET_MANAGER, OOG_DEPART, MANAGEFOLD
  OOG_ASSET_MANAGER, OOG_DEPART, MANAGELIB
  OOG_ASSET_MANAGER, OOG_DEPART, PUBLICREPT
  OOG_ASSET_MANAGER, OOG_DEPART, RUNREPORTS
  OOG_ASSET_MANAGER, OOG_DEPART, SEARCHBOOK
  OOG_ASSET_MANAGER, OOG_DEPART, SEARCHMORE
  OOG_ASSET_MANAGER, OOG_DEPART, SEARCHTIPS
  OOG_ASSET_MANAGER, OOG_DEPART, BOOKMARK
  OOG_ASSET_MANAGER, OOG_DEPART, CLEAR
  OOG_ASSET_MANAGER, OOG_DEPART, NEXT
  OOG_ASSET_MANAGER, OOG_DEPART, PREVIOUS
  OOG_ASSET_MANAGER, OOG_EVCODE, ASSOCFOLD
  OOG_ASSET_MANAGER, OOG_EVCODE, BMXVIEWMANAGEWHER
  OOG_ASSET_MANAGER, OOG_EVCODE, CREATECOMM
  OOG_ASSET_MANAGER, OOG_EVCODE, CREATEREPT
  OOG_ASSET_MANAGER, OOG_EVCODE, DELETEREPT
  OOG_ASSET_MANAGER, OOG_EVCODE, DUPLICATE
  OOG_ASSET_MANAGER, OOG_EVCODE, MANAGEFOLD
  OOG_ASSET_MANAGER, OOG_EVCODE, MANAGELIB
  OOG_ASSET_MANAGER, OOG_EVCODE, MODDELWL
  OOG_ASSET_MANAGER, OOG_EVCODE, PUBLICREPT
  OOG_ASSET_MANAGER, OOG_EVCODE, RUNREPORTS
  OOG_ASSET_MANAGER, OOG_EVCODE, SEARCHBOOK
  OOG_ASSET_MANAGER, OOG_EVCODE, SEARCHMORE
  OOG_ASSET_MANAGER, OOG_EVCODE, SEARCHTIPS
  OOG_ASSET_MANAGER, OOG_EVCODE, STATUS
  OOG_ASSET_MANAGER, OOG_EVCODE, BOOKMARK
  OOG_ASSET_MANAGER, OOG_EVCODE, CLEAR
  OOG_ASSET_MANAGER, OOG_EVCODE, NEXT
  OOG_ASSET_MANAGER, OOG_EVCODE, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGITEM, CREATEREPT
  OOG_ASSET_MANAGER, PLUSGITEM, DELETEREPT
  OOG_ASSET_MANAGER, PLUSGITEM, ITEMORG
  OOG_ASSET_MANAGER, PLUSGITEM, ORG_VIEWSTATUS
  OOG_ASSET_MANAGER, PLUSGITEM, PUBLICREPT
  OOG_ASSET_MANAGER, PLUSGITEM, RUNREPORTS
  OOG_ASSET_MANAGER, PLUSGITEM, SEARCHATTR
  OOG_ASSET_MANAGER, PLUSGITEM, SEARCHBOOK
  OOG_ASSET_MANAGER, PLUSGITEM, SEARCHMORE
  OOG_ASSET_MANAGER, PLUSGITEM, SEARCHTIPS
  OOG_ASSET_MANAGER, PLUSGITEM, VIEWSTATUS
  OOG_ASSET_MANAGER, PLUSGITEM, BOOKMARK
  OOG_ASSET_MANAGER, PLUSGITEM, CLEAR
  OOG_ASSET_MANAGER, PLUSGITEM, NEXT
  OOG_ASSET_MANAGER, PLUSGITEM, PREVIOUS
  OOG_ASSET_MANAGER, MASTERPM, ASSOCFOLD
  OOG_ASSET_MANAGER, MASTERPM, CRTASSOCPM
  OOG_ASSET_MANAGER, MASTERPM, MANAGEFOLD
  OOG_ASSET_MANAGER, MASTERPM, MANAGELIB
  OOG_ASSET_MANAGER, MASTERPM, SEARCHBOOK
  OOG_ASSET_MANAGER, MASTERPM, SEARCHMORE
  OOG_ASSET_MANAGER, MASTERPM, SEARCHTIPS
  OOG_ASSET_MANAGER, MASTERPM, UPDASSOCPM
  OOG_ASSET_MANAGER, MASTERPM, BOOKMARK
  OOG_ASSET_MANAGER, MASTERPM, CLEAR
  OOG_ASSET_MANAGER, MASTERPM, NEXT
  OOG_ASSET_MANAGER, MASTERPM, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGPM, ASSOCFOLD
  OOG_ASSET_MANAGER, PLUSGPM, CLEARREFO
  OOG_ASSET_MANAGER, PLUSGPM, CREATEKPI
  OOG_ASSET_MANAGER, PLUSGPM, CREATEREPT
  OOG_ASSET_MANAGER, PLUSGPM, DELETEFO
  MAXEVERYONE, OOG_CMISS, RUNREPORTS
  MAXEVERYONE, PLUSCTMPLT, OOG_CHECKDF
  MAXEVERYONE, PLUSCTMPLT, READ
  MAXEVERYONE, PLUSCTMPLT, BOOKMARK
  MAXEVERYONE, PLUSCTMPLT, CLEAR
  MAXEVERYONE, PLUSCTMPLT, NEXT
  MAXEVERYONE, PLUSCTMPLT, PREVIOUS
  MAXEVERYONE, PLUSGASS, OOG_DESCRIPTION_REQUIRED
  MAXEVERYONE, PLUSGWO, OOG_WORKHIDDEN
  MAXEVERYONE, PLUSGPM, OOG_PMHFJ
  MAXEVERYONE, PLUSGPM, BOOKMARK
  MAXEVERYONE, PLUSGPM, CLEAR
  MAXEVERYONE, PLUSGPM, NEXT
  MAXEVERYONE, PLUSGPM, PREVIOUS
  MAXEVERYONE, PLUSGPM, VIEWSEQ
  MAXEVERYONE, PLUSGPM, OOG_CHANGE_COLOR
  MAXEVERYONE, PLUSGPM, OOG_CHANGE_COLOR_TECHACC
  MAXEVERYONE, PLUSGPM, OOG_CHANGE_COLOR_ASSET
  OOG_ASSET_MANAGER, OOG_CMISS, COGNOSHOME
  OOG_ASSET_MANAGER, MASTERPM, READ
  OOG_ASSET_MANAGER, PLUSCTMPLT, DELETE
  OOG_ASSET_MANAGER, PLUSCTMPLT, INSERT
  OOG_ASSET_MANAGER, PLUSCTMPLT, READ
  OOG_ASSET_MANAGER, PLUSCTMPLT, SAVE
  OOG_ASSET_MANAGER, PLUSGASS, READ
  OOG_ASSET_MANAGER, OOG_DEPART, DELETE
  OOG_ASSET_MANAGER, OOG_DEPART, INSERT
  OOG_ASSET_MANAGER, OOG_DEPART, READ
  OOG_ASSET_MANAGER, OOG_DEPART, SAVE
  OOG_ASSET_MANAGER, OOG_EVCODE, DELETE
  OOG_ASSET_MANAGER, OOG_EVCODE, INSERT
  OOG_ASSET_MANAGER, OOG_EVCODE, READ
  OOG_ASSET_MANAGER, OOG_EVCODE, SAVE
  OOG_ASSET_MANAGER, FAILURE, DELETE
  OOG_ASSET_MANAGER, FAILURE, INSERT
  OOG_ASSET_MANAGER, FAILURE, READ
  OOG_ASSET_MANAGER, FAILURE, SAVE
  OOG_ASSET_MANAGER, PLUSGITEM, READ
  OOG_ASSET_MANAGER, PLUSGJP, DELETE
  OOG_ASSET_MANAGER, PLUSGJP, INSERT
  OOG_ASSET_MANAGER, PLUSGJP, READ
  OOG_ASSET_MANAGER, PLUSGJP, SAVE
  OOG_ASSET_MANAGER, MASTERPM, DELETE
  OOG_ASSET_MANAGER, MASTERPM, INSERT
  OOG_ASSET_MANAGER, PLUSCTMPLT, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGASS, ALTERITEM
  OOG_ASSET_MANAGER, PLUSGASS, CREATEREPT
  OOG_ASSET_MANAGER, PLUSGASS, CREATEWO
  OOG_ASSET_MANAGER, PLUSGASS, MANDWNTIME
  OOG_ASSET_MANAGER, PLUSGASS, MANDWNUPD
  OOG_ASSET_MANAGER, OOG_CMISS, READ
  OOG_ASSET_MANAGER, PLUSGASS, MEASUNIT
  OOG_ASSET_MANAGER, PLUSGASS, METHIST
  OOG_ASSET_MANAGER, PLUSGASS, METHISTUPD
  OOG_ASSET_MANAGER, PLUSGASS, METREADOLD
  OOG_ASSET_MANAGER, PLUSGASS, METRESET
  OOG_ASSET_MANAGER, PLUSGASS, MOVEASSET
  OOG_ASSET_MANAGER, PLUSGASS, PLUSGVFDH
  OOG_ASSET_MANAGER, PLUSGASS, PUBLICREPT
  OOG_ASSET_MANAGER, PLUSGASS, RUNREPORTS
  OOG_ASSET_MANAGER, PLUSGASS, SEARCHATTR
  OOG_ASSET_MANAGER, PLUSGASS, SEARCHBOOK
  OOG_ASSET_MANAGER, PLUSGASS, SEARCHMORE
  OOG_ASSET_MANAGER, PLUSGASS, STATUS
  OOG_ASSET_MANAGER, PLUSGASS, SWAPASSET
  OOG_ASSET_MANAGER, PLUSGASS, VIEWATHIST
  OOG_ASSET_MANAGER, BBOARD, DELETE
  OOG_ASSET_MANAGER, BBOARD, INSERT
  OOG_ASSET_MANAGER, BBOARD, READ
  OOG_ASSET_MANAGER, BBOARD, SAVE
  OOG_ASSET_MANAGER, BBOARD, SEARCHBOOK
  OOG_ASSET_MANAGER, BBOARD, STATUS
  OOG_ASSET_MANAGER, BBOARD, CREATECOMM
  OOG_ASSET_MANAGER, BBOARD, CREATEKPI
  OOG_ASSET_MANAGER, BBOARD, DUPLICATE
  OOG_ASSET_MANAGER, BBOARD, SEARCHMORE
  OOG_ASSET_MANAGER, BBOARD, VIEWHIST
  OOG_ASSET_MANAGER, BBOARD, SEARCHTIPS
  OOG_ASSET_MANAGER, BBOARD, BOOKMARK
  OOG_ASSET_MANAGER, BBOARD, CLEAR
  OOG_ASSET_MANAGER, BBOARD, NEXT
  OOG_ASSET_MANAGER, BBOARD, PREVIOUS
  OOG_ASSET_MANAGER, PLUSGASS, SEARCHTIPS
  OOG_ASSET_MANAGER, PLUSGASS, VIEWCNTAST
  OOG_ASSET_MANAGER, PLUSGASS, VIEWWOPM
  OOG_ASSET_MANAGER, PLUSGASS, ZEROYTD
  OOG_ASSET_MANAGER, PLUSGASS, ASMOVEHIST
  OOG_ASSET_MANAGER, PLUSGASS, BOOKMARK
  OOG_ASSET_MANAGER, PLUSGASS, CLEAR
  OOG_ASSET_MANAGER, PLUSGASS, DRILLDOWN
  OOG_ASSET_MANAGER, PLUSGASS, NEXT
  OOG_ASSET_MANAGER, PLUSGASS, PREVIOUS
  OOG_ASSET_MANAGER, METER, BMXVIEWMANAGEWHER
  OOG_ASSET_MANAGER, METER, BMXVIEWMANAGEWHERRO
  OOG_ASSET_MANAGER, METER, COGNOSHOME
  OOG_ASSET_MANAGER, METER, CONVERSION
  OOG_ASSET_MANAGER, METER, CREATEKPI
  OOG_ASSET_MANAGER, METER, CREATEREPT
  OOG_ASSET_MANAGER, METER, DELETEREPT
  OOG_ASSET_MANAGER, METER, DUPLICATE
  OOG_ASSET_MANAGER, METER, MEASUNIT
  OOG_ASSET_MANAGER, METER, PUBLICREPT
  OOG_ASSET_MANAGER, METER, RUNREPORTS
  OOG_ASSET_MANAGER, METER, SEARCHBOOK
  OOG_ASSET_MANAGER, METER, SEARCHMORE
  OOG_MAINTENANCE_COORDINATOR, STARTCNTR, READ
  OOG_MAINTENANCE_COORDINATOR, STARTCNTR, UPDATETEMP
  OOG_MAINTENANCE_COORDINATOR, STARTCNTR, DEFAULT
  OOG_MAINTENANCE_COORDINATOR, STARTCNTR, DELETEREPT
  OOG_MAINTENANCE_COORDINATOR, STARTCNTR, PASSWORD
  OOG_MAINTENANCE_COORDINATOR, STARTCNTR, PERSONAL
  OOG_MAXIMO_COORDINATOR, METER, DUPLICATE
  OOG_MAXIMO_COORDINATOR, METER, INSERT
  OOG_MAXIMO_COORDINATOR, METER, MEASUNIT
  OOG_MAXIMO_COORDINATOR, METER, NEXT
  OOG_MAXIMO_COORDINATOR, METER, PREVIOUS
  OOG_MAXIMO_COORDINATOR, METER, PUBLICREPT
  OOG_MAXIMO_COORDINATOR, METER, READ
  OOG_MAXIMO_COORDINATOR, METER, RUNREPORTS
  OOG_MAXIMO_COORDINATOR, METER, SAVE
  OOG_MAXIMO_COORDINATOR, METER, SEARCHBOOK
  OOG_MAXIMO_COORDINATOR, METER, SEARCHMORE
  OOG_MAXIMO_COORDINATOR, METER, SEARCHTIPS
  OOG_MAXIMO_COORDINATOR, METER, VIEWGROUPS
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, BOOKMARK
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, CLEAR
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, CREATEKPI
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, CREATEREPT
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, DELETEREPT
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, DRILLDOWN
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, NEXT
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, PLUSGVFDH
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, PREVIOUS
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, PUBLICREPT
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, READ
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, RUNREPORTS
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, SEARCHATTR
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, SEARCHBOOK
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, SEARCHMORE
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, SEARCHSQRY
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, SEARCHTIPS
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, SEARCHWHER
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, VIEWCNTLOC
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, VIEWHIST
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, VIEWTKT
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, VIEWWOPM
  OOG_MAXIMO_COORDINATOR, PLUSGPR, STOPWF
  OOG_MAXIMO_COORDINATOR, PLUSGPR, HISTORYWF
  OOG_MAXIMO_COORDINATOR, PLUSGPR, ASSIGNWF
  OOG_MAXIMO_COORDINATOR, PLUSGPR, VIEWWF
  OOG_MAXIMO_COORDINATOR, PLUSGPR, HELPWF
  OOG_MAXIMO_COORDINATOR, PLUSGITEM, READ
  OOG_MAXIMO_COORDINATOR, PLUSGITEM, BOOKMARK
  OOG_MAXIMO_COORDINATOR, PLUSGITEM, CLEAR
  OOG_MAXIMO_COORDINATOR, PLUSGITEM, NEXT
  OOG_MAXIMO_COORDINATOR, PLUSGITEM, PREVIOUS
  OOG_MAXIMO_COORDINATOR, PLUSGASS, OOG_PROTECT
  OOG_MAXIMO_COORDINATOR, CONTPURCH, READ
  OOG_MAXIMO_COORDINATOR, CONTPURCH, VIEWHIST
  OOG_MAXIMO_COORDINATOR, CONTPURCH, BOOKMARK
  OOG_MAXIMO_COORDINATOR, CONTPURCH, NEXT
  OOG_MAXIMO_COORDINATOR, CONTPURCH, PREVIOUS
  OOG_MAXIMO_COORDINATOR, CONTPURCH, CLEAR
  OOG_MAXIMO_COORDINATOR, PLUSGWO, ROUTEWF
  OOG_MAXIMO_COORDINATOR, PLUSGWO, HISTORYWF
  OOG_MAXIMO_COORDINATOR, PLUSGWO, ASSIGNWF
  OOG_MAXIMO_COORDINATOR, PLUSGWO, VIEWWF
  OOG_MAXIMO_COORDINATOR, PLUSGWO, HELPWF
  OOG_MAXIMO_COORDINATOR, CRAFT, ASSOCFOLD
  OOG_MAXIMO_COORDINATOR, CRAFT, BMXVIEWMANAGEWHER
  OOG_MAXIMO_COORDINATOR, CRAFT, BMXVIEWMANAGEWHERRO
  OOG_MAXIMO_COORDINATOR, CRAFT, BOOKMARK
  OOG_MAXIMO_COORDINATOR, CRAFT, CLEAR
  OOG_MAXIMO_COORDINATOR, CRAFT, COGNOSHOME
  OOG_MAXIMO_COORDINATOR, CRAFT, CREATEKPI
  OOG_MAXIMO_COORDINATOR, CRAFT, CREATEREPT
  OOG_MAXIMO_COORDINATOR, CRAFT, DELETE
  OOG_MAXIMO_COORDINATOR, CRAFT, DELETEREPT
  OOG_MAXIMO_COORDINATOR, CRAFT, DUPLICATE
  OOG_MAXIMO_COORDINATOR, CRAFT, INSERT
  OOG_MAXIMO_COORDINATOR, CRAFT, MANAGEFOLD
  OOG_MAXIMO_COORDINATOR, CRAFT, MANAGELIB
  OOG_MAXIMO_COORDINATOR, CRAFT, MNGPPCODE
  OOG_MAXIMO_COORDINATOR, CRAFT, NEXT
  OOG_MAXIMO_COORDINATOR, CRAFT, PREVIOUS
  OOG_MAXIMO_COORDINATOR, CRAFT, PUBLICREPT
  OOG_MAXIMO_COORDINATOR, CRAFT, READ
  OOG_MAXIMO_COORDINATOR, CRAFT, RUNREPORTS
  OOG_MAXIMO_COORDINATOR, CRAFT, SAVE
  OOG_MAXIMO_COORDINATOR, CRAFT, SEARCHBOOK
  OOG_MAXIMO_COORDINATOR, CRAFT, SEARCHMORE
  OOG_MAXIMO_COORDINATOR, CRAFT, SEARCHSQRY
  OOG_MAXIMO_COORDINATOR, CRAFT, SEARCHTIPS
  OOG_MAXIMO_COORDINATOR, CRAFT, SEARCHVMQR
  OOG_MAXIMO_COORDINATOR, CRAFT, SEARCHWHER
