IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT GROUPNAME, APP, OPTIONNAME FROM APPLICATIONAUTH;
  HTQ_MATERIALS_COORDINATOR, VIEWDR, CLOSE
  HTQ_MATERIALS_COORDINATOR, VIEWDR, CANCEL
  HTQ_MATERIALS_COORDINATOR, VIEWDR, BMXVIEWMANAGEWHERRO
  HTQ_MATERIALS_COORDINATOR, VIEWDR, BMXVIEWMANAGEWHER
  HTQ_MATERIALS_COORDINATOR, VIEWDR, APPR
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, NEXT
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, CLEAR
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, SEARCHWHER
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, SEARCHVMQR
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, SEARCHTIPS
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, SEARCHSQRY
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, SEARCHBOOK
  OOG_REGISTER_HTQ, OOG_TECACC, HISTORYWF
  OOG_QUALIFIED_PROFESSIONAL, OOG_TECACC, HISTORYWF
  OOG_PROJECT_ENGINEER, OOG_TECACC, HISTORYWF
  OOG_OPMGR, OOG_TECACC, HISTORYWF
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, HISTORYWF
  OOG_MATERIAL_ENGINEER, OOG_TECACC, HISTORYWF
  OOG_MATERIALS_COORDINATOR_YARD, OOG_TECACC, HISTORYWF
  OOG_MATERIALS_COORDINATOR, OOG_TECACC, HISTORYWF
  OOG_MAINTENANCE_COORDINATOR, OOG_TECACC, HISTORYWF
  OOG_FIELD_SUPPORT, OOG_TECACC, HISTORYWF
  OOG_ENGINEER_COORDINATOR, OOG_TECACC, HISTORYWF
  OOG_DEPARTMENT_TEAM, OOG_TECACC, HISTORYWF
  OOG_DEPARTMENT_LEADER, OOG_TECACC, HISTORYWF
  OOG_BASE_READ_ONLY, OOG_TECACC, HISTORYWF
  OOG_ASSIST_RIGMGR, OOG_TECACC, HISTORYWF
  OOG_ASSET_MANAGER, OOG_TECACC, HISTORYWF
  OOG_ASSET_ENGINEER, OOG_TECACC, HISTORYWF
  OOG_ASSET_COORDINATOR, OOG_TECACC, HISTORYWF
  MAXREADONLYSPPT, OOG_TECACC, HISTORYWF
  MAXADMIN, OOG_TECACC, HISTORYWF
  HTQ_MATERIALS_COORDINATOR, OOG_TECACC, HISTORYWF
  PLSV_TECHNICIAN, OOG_TECACC, STOPWF
  OOG_SUP_REPAIR_RETURN, OOG_TECACC, STOPWF
  OOG_RIGMGR, OOG_TECACC, STOPWF
  OOG_REPAIR_RETURN, OOG_TECACC, STOPWF
  OOG_RELIABILITY_TEAM, OOG_TECACC, STOPWF
  OOG_REGISTER_HTQ, OOG_TECACC, STOPWF
  OOG_QUALIFIED_PROFESSIONAL, OOG_TECACC, STOPWF
  OOG_PROJECT_ENGINEER, OOG_TECACC, STOPWF
  OOG_OPMGR, OOG_TECACC, STOPWF
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, STOPWF
  OOG_MATERIAL_ENGINEER, OOG_TECACC, STOPWF
  OOG_MATERIALS_COORDINATOR_YARD, OOG_TECACC, STOPWF
  OOG_MATERIALS_COORDINATOR, OOG_TECACC, STOPWF
  OOG_MAINTENANCE_COORDINATOR, OOG_TECACC, STOPWF
  OOG_FIELD_SUPPORT, OOG_TECACC, STOPWF
  OOG_ENGINEER_COORDINATOR, OOG_TECACC, STOPWF
  OOG_DEPARTMENT_TEAM, OOG_TECACC, STOPWF
  OOG_DEPARTMENT_LEADER, OOG_TECACC, STOPWF
  OOG_BASE_READ_ONLY, OOG_TECACC, STOPWF
  OOG_ASSIST_RIGMGR, OOG_TECACC, STOPWF
  OOG_ASSET_MANAGER, OOG_TECACC, STOPWF
  OOG_ASSET_ENGINEER, OOG_TECACC, STOPWF
  OOG_ASSET_COORDINATOR, OOG_TECACC, STOPWF
  MAXREADONLYSPPT, OOG_TECACC, STOPWF
  MAXADMIN, OOG_TECACC, STOPWF
  HTQ_MATERIALS_COORDINATOR, OOG_TECACC, STOPWF
  PLSV_TECHNICIAN, OOG_TECACC, ROUTEWF
  OOG_SUP_REPAIR_RETURN, OOG_TECACC, ROUTEWF
  OOG_RIGMGR, OOG_TECACC, ROUTEWF
  OOG_REPAIR_RETURN, OOG_TECACC, ROUTEWF
  OOG_RELIABILITY_TEAM, OOG_TECACC, ROUTEWF
  OOG_REGISTER_HTQ, OOG_TECACC, ROUTEWF
  OOG_QUALIFIED_PROFESSIONAL, OOG_TECACC, ROUTEWF
  OOG_PROJECT_ENGINEER, OOG_TECACC, ROUTEWF
  OOG_OPMGR, OOG_TECACC, ROUTEWF
  OOG_MAXIMO_COORDINATOR, OOG_TECACC, ROUTEWF
  OOG_MATERIAL_ENGINEER, OOG_TECACC, ROUTEWF
  OOG_MATERIALS_COORDINATOR_YARD, OOG_TECACC, ROUTEWF
  OOG_MATERIALS_COORDINATOR, OOG_TECACC, ROUTEWF
  OOG_MAINTENANCE_COORDINATOR, OOG_TECACC, ROUTEWF
  OOG_FIELD_SUPPORT, OOG_TECACC, ROUTEWF
  OOG_ENGINEER_COORDINATOR, OOG_TECACC, ROUTEWF
  OOG_DEPARTMENT_TEAM, OOG_TECACC, ROUTEWF
  OOG_DEPARTMENT_LEADER, OOG_TECACC, ROUTEWF
  OOG_BASE_READ_ONLY, OOG_TECACC, ROUTEWF
  OOG_ASSIST_RIGMGR, OOG_TECACC, ROUTEWF
  OOG_ASSET_MANAGER, OOG_TECACC, ROUTEWF
  OOG_ASSET_ENGINEER, OOG_TECACC, ROUTEWF
  OOG_ASSET_COORDINATOR, OOG_TECACC, ROUTEWF
  MAXREADONLYSPPT, OOG_TECACC, ROUTEWF
  MAXADMIN, OOG_TECACC, ROUTEWF
  HTQ_MATERIALS_COORDINATOR, OOG_TECACC, ROUTEWF
  MAXEVERYONE, OOG_TECACC, LOGBOOK_QF
  MAXEVERYONE, OOG_ALERT, ALERT_COPY_ASSETS
  MAXADMIN, OOG_ALERT, ALERT_COPY_ASSETS
  MAXADMIN, OOG_ALERT, ALERT_COPY_ASSET
  MAXADMIN, OOG_ALERT, APLANNER
  OOG_ASSET_MANAGER, OOG_ALERT, ALERT_COPY_ASSETS
  OOG_ASSET_MANAGER, OOG_ALERT, ALERT_COPY_ASSET
  OOG_ASSET_MANAGER, OOG_ALERT, APLANNER
  OOG_ASSET_MANAGER, OOG_ALERT, DUPLICATE
  OOG_PROJECT_ENGINEER, OOG_ALERT, ALERT_COPY_ASSETS
  OOG_PROJECT_ENGINEER, OOG_ALERT, ALERT_COPY_ASSET
  OOG_PROJECT_ENGINEER, OOG_ALERT, APLANNER
  MAXEVERYONE, OOG_ALERT, AB_SETAPLANNER
  OOG_SUP_REPAIR_RETURN, OOG_RES, APPR
  OOG_SUP_REPAIR_RETURN, OOG_RES, CANCEL
  OOG_SUP_REPAIR_RETURN, OOG_RES, CLOSE
  OOG_SUP_REPAIR_RETURN, OOG_RES, COMP
  OOG_SUP_REPAIR_RETURN, OOG_RES, STATUS
  OOG_SUP_REPAIR_RETURN, OOG_RES, OOG_CHANGE_COLOR
  MOBILE, MXAPIWFASSIGNMENT, SAVE
  MOBILE, MXAPIWFASSIGNMENT, READ
  MOBILE, MXAPIWFASSIGNMENT, INSERT
  MOBILE, RESMOBILE, READ
  MOBILE, MXAPIINVBAL, ENABLERECONCILEBUTTON
  MOBILE, MXAPIINVBAL, ENABLECOLUMN
  MOBILE, MXAPIINVBAL, BMXVIEWMANAGEWHER
  MOBILE, SQPMOBILE, READ
  MOBILE, MXAPIINVENTORY, SAVE
  MOBILE, MXAPIINVENTORY, INSERT
  MOBILE, MXAPIINVENTORY, DELETE
  MOBILE, MXAPINOTIFICATION, SAVE
  MOBILE, MXAPINOTIFICATION, INSERT
  MOBILE, MXAPIWODETAIL, APPROVEMR
  MOBILE, CHANGEPSWD, READ
  MOBILE, CHANGEPSWD, SAVE
  MOBILE, STARTCNTR, READ
  MOBILE, STARTCNTR, UPDATETEMP
  MOBILE, STARTCNTR, DEFAULT
  MOBILE, STARTCNTR, DELETEREPT
  MOBILE, STARTCNTR, EDITREPT
  MOBILE, STARTCNTR, PASSWORD
  MOBILE, STARTCNTR, PERSONAL
  MOBILE, STARTCNTR, MODESIGKEY
  MOBILE, STARTCNTR, SHOWPORTLETDETAILS
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, DUPLICATE
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, BMXVIEWMANAGEWHERRO
  HTQ_MATERIALS_COORDINATOR, OOG_VIEWINVUSAGE, BMXVIEWMANAGEWHER
  HTQ_MATERIALS_COORDINATOR, VIEWDRFT, RUNREPORTS
  HTQ_MATERIALS_COORDINATOR, CREATEDR, WAPPR
  HTQ_MATERIALS_COORDINATOR, CREATEDR, OOG_LINKINVUSAGE
  HTQ_MATERIALS_COORDINATOR, CREATEDR, FIELDDEFS
  HTQ_MATERIALS_COORDINATOR, CREATEDR, CLOSE
  HTQ_MATERIALS_COORDINATOR, CREATEDR, CANCEL
  HTQ_MATERIALS_COORDINATOR, CREATEDR, APPR
  HTQ_MATERIALS_COORDINATOR, SHIPREC, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, SHIPREC, NEXT
  HTQ_MATERIALS_COORDINATOR, SHIPREC, CLEAR
  HTQ_MATERIALS_COORDINATOR, SHIPREC, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, SHIPREC, VOIDRECEIPT
  HTQ_MATERIALS_COORDINATOR, SHIPREC, UNREJECTALL
  HTQ_MATERIALS_COORDINATOR, SHIPREC, UNACCEPTALL
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SELORDITEM
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SEARCHWHER
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SEARCHVMQR
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SEARCHTIPS
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SEARCHSQRY
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, SHIPREC, SEARCHBOOK
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, STDCOSTADJ
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, STDAVG
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, STATUS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, SEARCHWHER
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, SEARCHTIPS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, SEARCHSQRY
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, SEARCHBOOK
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, RUNREPORTS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, REORISS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, REORDER
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, RELLOCKS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, RECONCILE
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, QBRSUMTAB
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, QBRCALTAB
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, PUBLICREPT
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, PLANNING
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, PHYSCNTADJ
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, PENDOBS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, PENDING
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, OOG_ROREAD
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, OOG_REVME
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, OOG_REORDER
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, OBSOLETE
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, MEASUNIT
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, MANAGELIB
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, MANAGEFOLD
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, LIFOFIFOCOST
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, KITMAKE
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, KITBREAK
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, ISSUEMULTI
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, ISSUE
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, INVCONS
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, EDITSTDCOST
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, EDITRESV
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, EDITREPT
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, EDITLASTCOST
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, CURBALADJ
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, CREATEREPT
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, CREATEKPI
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, COSTTYPE
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, CONVERSION
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, BMXVIEWMANAGEWHERRO
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, BMXVIEWMANAGEWHER
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, BALLIFOFIFO
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, AVGCOSTADJ
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, ASSOCFOLD
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, ASSETCOST
  HTQ_MATERIALS_COORDINATOR, INVENTORY_COUNT, ACTIVE
  HTQ_MATERIALS_COORDINATOR, BBOARD, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, BBOARD, NEXT
  HTQ_MATERIALS_COORDINATOR, BBOARD, CLEAR
  HTQ_MATERIALS_COORDINATOR, BBOARD, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, BBOARD, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, CRAFT, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, CRAFT, NEXT
  HTQ_MATERIALS_COORDINATOR, CRAFT, CLEAR
  HTQ_MATERIALS_COORDINATOR, CRAFT, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, CRAFT, VIEWCRRQ
  HTQ_MATERIALS_COORDINATOR, CRAFT, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, FAILURE, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, FAILURE, NEXT
  HTQ_MATERIALS_COORDINATOR, FAILURE, CLEAR
  HTQ_MATERIALS_COORDINATOR, FAILURE, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, FAILURE, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, METER, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, METER, NEXT
  HTQ_MATERIALS_COORDINATOR, METER, CLEAR
  HTQ_MATERIALS_COORDINATOR, METER, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, METER, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, METERGRP, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, METERGRP, NEXT
  HTQ_MATERIALS_COORDINATOR, METERGRP, CLEAR
  HTQ_MATERIALS_COORDINATOR, METERGRP, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, METERGRP, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, OOG_DEPART, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, OOG_DEPART, NEXT
  HTQ_MATERIALS_COORDINATOR, OOG_DEPART, CLEAR
  HTQ_MATERIALS_COORDINATOR, OOG_DEPART, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, OOG_DEPART, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, OOG_EVCODE, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, OOG_EVCODE, NEXT
  HTQ_MATERIALS_COORDINATOR, OOG_EVCODE, CLEAR
  HTQ_MATERIALS_COORDINATOR, OOG_EVCODE, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, OOG_EVCODE, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGAL, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGAL, NEXT
  HTQ_MATERIALS_COORDINATOR, PLUSGAL, CLEAR
  HTQ_MATERIALS_COORDINATOR, PLUSGAL, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, PLUSGAL, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGCFW, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGCFW, NEXT
  HTQ_MATERIALS_COORDINATOR, PLUSGCFW, CLEAR
  HTQ_MATERIALS_COORDINATOR, PLUSGCFW, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, PLUSGCFW, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGJP, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGJP, NEXT
  HTQ_MATERIALS_COORDINATOR, PLUSGJP, CLEAR
  HTQ_MATERIALS_COORDINATOR, PLUSGJP, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, PLUSGJP, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGPM, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGPM, NEXT
  HTQ_MATERIALS_COORDINATOR, PLUSGPM, CLEAR
  HTQ_MATERIALS_COORDINATOR, PLUSGPM, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, PLUSGPM, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGROU, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ORG_PLANNING
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ORG_PENDOBS
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ORG_PENDING
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ORG_OBSOLETE
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ORG_ACTIVE
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, OOG_RULE_HTQ
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, OBSOLETE
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, NOTASSETCOST
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ITEMORGSTATUS
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ITEMORG
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, EDITREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, EDITCONDRATE
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, DELETEREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, DELETECONDITION
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, CREATEREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, CREATEKPI
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ADDITEMS
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ADDCONDITION
  HTQ_MATERIALS_COORDINATOR, PLUSGITEM, ACTIVE
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, VIEWHIST
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, NEXT
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, CLEAR
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, VIEWWF
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, VIEWRELREC
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, VENDORLIST
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, STOPWF
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, STATUS
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, SELASPARTS
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, SEARCHTIPS
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, SEARCHBOOK
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, RUNREPORTS
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, ROUTEWF
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, PUBLICREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, MANAGELIB
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, MANAGEFOLD
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, HISTORYWF
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, HELPWF
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, EDITREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, DUPLICATE
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, DELETEREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, CREATEREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, CREATEPO
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, CREATEKPI
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, CANCEL
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, ASSOCFOLD
  HTQ_MATERIALS_COORDINATOR, PLUSGPR, ASSIGNWF
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, VIEWHIST
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PREVIOUS
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, NEXT
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, CLEAR
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, BOOKMARK
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, WSCH
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, VIEWWF
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, VIEWWARNTY
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, VIEWPOINFO
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, VIEWCOSTS
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, UNDOAPPR
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, STATUS
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SHOWPLAN
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHWHER
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHVMQR
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHTIPS
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHSQRY
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHMORE
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHBOOK
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, SEARCHATTR
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, RUNREPORTS
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, ROUTEWF
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PUBLICREPT
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGYORNITEM
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGSCOREITEM
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGNUMITEM
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGLOGLOC
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGLOGASS
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGHASREVITEM
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, PLUSGCRBYP
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, OOG_GENPR
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, OOG_CHANGE_COLOR
  HTQ_MATERIALS_COORDINATOR, PLUSGWO, NEWTOOLS
  MAXADMIN, MXAPISTORELOC, READ
  STOREROOMCLERK, MXAPISTORELOC, READ
  MAXEVERYONE, INVENTOR, CHECK_STROOM
  MAXEVERYONE, PLUSGCRF, EDITREPT
  MAXADMIN, PLUSGCRF, PUBLICREPT
  MAXADMIN, PLUSGCRF, CREATEREPT
  MAXEVERYONE, PLUSGCRF, DELETEREPT
  MAXADMIN, PLUSGCRF, DELETE
  MAXADMIN, PLUSGCRF, INSERT
  MAXADMIN, PLUSGCRF, READ
  MAXADMIN, PLUSGCRF, SAVE
  MAXADMIN, PLUSGCRF, BOOKMARK
  MAXADMIN, PLUSGCRF, CLEAR
  MAXADMIN, PLUSGCRF, NEXT
  MAXADMIN, PLUSGCRF, PREVIOUS
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, PREVIOUS
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, NEXT
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, CLEAR
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, BOOKMARK
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, SEARCHTIPS
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, RUNREPORTS
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, SEARCHMORE
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, PUBLICREPT
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, CREATEREPT
  OOG_MAINTENANCE_COORDINATOR, PLUSGCRF, READ
  OOG_ASSET_MANAGER, PLUSGCRF, DELETE
  OOG_ASSET_MANAGER, PLUSGCRF, INSERT
  OOG_ASSET_MANAGER, PLUSGCRF, READ
  OOG_ASSET_MANAGER, PLUSGCRF, SAVE
  OOG_ASSET_MANAGER, PLUSGCRF, ASSOCFOLD
  OOG_ASSET_MANAGER, PLUSGCRF, SEARCHBOOK
  OOG_ASSET_MANAGER, PLUSGCRF, CREATEKPI
  OOG_ASSET_MANAGER, PLUSGCRF, CREATEREPT
  OOG_ASSET_MANAGER, PLUSGCRF, DELETEREPT
  OOG_ASSET_MANAGER, PLUSGCRF, DUPLICATE
  OOG_ASSET_MANAGER, PLUSGCRF, PUBLICREPT
  OOG_ASSET_MANAGER, PLUSGCRF, MANAGEFOLD
  OOG_ASSET_MANAGER, PLUSGCRF, MANAGELIB
  OOG_ASSET_MANAGER, PLUSGCRF, MNGPPCODE
  OOG_ASSET_MANAGER, PLUSGCRF, SEARCHMORE
  OOG_ASSET_MANAGER, PLUSGCRF, RUNREPORTS
  OOG_ASSET_MANAGER, PLUSGCRF, SEARCHTIPS
