ENVIRONMENT,LICENSENUM,APPNAME,ACCESSLEVEL,MODULE,MAXPRODID
HTQ,O&G_AUTHORIZED,PLUSGLOG,FULLACCESS,PLUSGOP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGWO,FULLACCESS,WO,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGQRP,FULLACCESS,WO,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGORG,FULLACCESS,SETUP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGINC,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGMOC,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGREG,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGDEF,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_AUTHORIZED,INCIDENT,NOACCESS,SD,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGOPACT,FULLACCESS,PLUSGOP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGLOGBK,FULLACCESS,PLUSGOP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGCERT,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGTGLCK,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGPR,FULLACCESS,PURCHASE,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGITEM,FULLACCESS,INVENTOR,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGPOL,FULLACCESS,PLUSGOP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGSR,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGPCT,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGSTA,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGROU,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGPM,FULLACCESS,PM,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGJP,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGAL,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGACT,FULLACCESS,WO,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGRFW,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGIMP,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGBEN,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PROBLEM,NOACCESS,SD,OILGAS
HTQ,O&G_AUTHORIZED,ACTIVITY,FULLACCESS,WO,MAXIMO
HTQ,O&G_AUTHORIZED,ASSET,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_AUTHORIZED,PLUSCTMPLT,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_AUTHORIZED,WORKMAN,FULLACCESS,WO,MAXIMO
HTQ,O&G_AUTHORIZED,AUTOSCRIPT,FULLACCESS,UTIL,MAXIMO
HTQ,O&G_AUTHORIZED,COLLECTION,FULLACCESS,CI,MAXIMO
HTQ,O&G_AUTHORIZED,COMPANY,FULLACCESS,PURCHASE,MAXIMO
HTQ,O&G_AUTHORIZED,COMPMASTER,FULLACCESS,PURCHASE,MAXIMO
HTQ,O&G_AUTHORIZED,CONDCODE,FULLACCESS,INVENTOR,MAXIMO
HTQ,O&G_AUTHORIZED,COND,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_AUTHORIZED,CONDEXPMGR,FULLACCESS,SETUP,MAXIMO
HTQ,O&G_AUTHORIZED,FINCNTRL,FULLACCESS,FINANCIAL,MAXIMO
HTQ,O&G_AUTHORIZED,CREATEINT,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,CRAFT,FULLACCESS,SETUP,MAXIMO
HTQ,O&G_AUTHORIZED,CREATEDR,FULLACCESS,SSDR,MAXIMO
HTQ,O&G_AUTHORIZED,CREATESR,FULLACCESS,SSDR,MAXIMO
HTQ,O&G_AUTHORIZED,ENDPOINT,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,INTSRV,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,EXTSYSTEM,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,FAILURE,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_AUTHORIZED,HAZARDS,FULLACCESS,PLANS,MAXIMO
HTQ,O&G_AUTHORIZED,IM,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,INVENTOR,FULLACCESS,INVENTOR,MAXIMO
HTQ,O&G_AUTHORIZED,INVUSAGE,FULLACCESS,INVENTOR,MAXIMO
HTQ,O&G_AUTHORIZED,INVOKE,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,INVOICE,FULLACCESS,PURCHASE,MAXIMO
HTQ,O&G_AUTHORIZED,ITEM,FULLACCESS,INVENTOR,MAXIMO
HTQ,O&G_AUTHORIZED,JOBPLAN,FULLACCESS,PLANS,MAXIMO
HTQ,O&G_AUTHORIZED,LABOR,FULLACCESS,SETUP,MAXIMO
HTQ,O&G_AUTHORIZED,CONTLABOR,FULLACCESS,CONTRACT,MAXIMO
HTQ,O&G_AUTHORIZED,LABREP,FULLACCESS,WO,MAXIMO
HTQ,O&G_AUTHORIZED,LAUNCH,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,CONTLEASE,FULLACCESS,CONTRACT,MAXIMO
HTQ,O&G_AUTHORIZED,LOCATION,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_AUTHORIZED,TAGLOCKS,FULLACCESS,PLANS,MAXIMO
HTQ,O&G_AUTHORIZED,LMO,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,MANAGEINT,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,CONTMASTER,FULLACCESS,CONTRACT,MAXIMO
HTQ,O&G_AUTHORIZED,MASTERPM,FULLACCESS,PM,MAXIMO
HTQ,O&G_AUTHORIZED,INTERROR,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,INTMSGTRK,FULLACCESS,INT,MAXIMO
HTQ,O&G_AUTHORIZED,METERGRP,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_AUTHORIZED,METER,FULLACCESS,ASSET,MAXIMO
HTQ,O&G_LIMITED,QUAL,READSAVE,SETUP,MAXIMO
HTQ,O&G_LIMITED,QUICKREP,FULLACCESS,WO,MAXIMO
HTQ,O&G_LIMITED,RECEIPTS,READONLY,PURCHASE,MAXIMO
HTQ,O&G_LIMITED,RELATION,READONLY,ASSET,MAXIMO
HTQ,SCH_AUTHORIZED,CGRPASSIGN,FULLACCESS,SCHEDULER,SCHED
HTQ,SCH_AUTHORIZED,WORKZONE,FULLACCESS,SETUP,SCHED
HTQ,SCH_AUTHORIZED,SCHEDACM,FULLACCESS,SCHEDULER,SCHED
HTQ,SCH_AUTHORIZED,GRPASSIGN,FULLACCESS,SCHEDULER,SCHED
HTQ,SCH_AUTHORIZED,SCHEDULER,FULLACCESS,SCHEDULER,SCHED
HTQ,OCY_EXPRESSCUR,PERSONGR,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,ACTIONSCFG,FULLACCESS,-,MAXIMO
HTQ,OCY_EXPRESSCUR,RLADMIN,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,REPORT,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,REPLISTCFG,FULLACCESS,-,MAXIMO
HTQ,OCY_EXPRESSCUR,RSCONFIG,FULLACCESS,-,MAXIMO
HTQ,OCY_EXPRESSCUR,ROLE,READONLY,UTIL,MAXIMO
HTQ,OCY_EXPRESSCUR,SECURGROUP,READONLY,SECURITY,MAXIMO
HTQ,OCY_EXPRESSCUR,SR,READSAVE,SD,MAXIMO
HTQ,OCY_EXPRESSCUR,SETS,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,STARTCNTR,FULLACCESS,-,MAXIMO
HTQ,OCY_EXPRESSCUR,PROPMAINT,READONLY,UTIL,MAXIMO
HTQ,OCY_EXPRESSCUR,SELFREG,FULLACCESS,-,MAXIMO
HTQ,OCY_EXPRESSCUR,USER,READSAVE,SECURITY,MAXIMO
HTQ,OCY_EXPRESSCUR,WORKVIEW,FULLACCESS,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,WFADMIN,READONLY,UTIL,MAXIMO
HTQ,OCY_EXPRESSCUR,WFDESIGN,READONLY,UTIL,MAXIMO
HTQ,OCY_EXPRESSCUR,SRVAD,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,MPMAN,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,TECHTABLET,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,TECHPHONE,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,TECHLITE,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,SCHSUPER,READONLY,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,OSLCPROV,READONLY,INT,MAXIMO
HTQ,OCY_EXPRESSCUR,OSLCRES,READONLY,INT,MAXIMO
HTQ,O&G_AUTHORIZED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_AUTHORIZED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
HTQ,O&G_AUTHORIZED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_AUTHORIZED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
HTQ,O&G_AUTHORIZED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
HTQ,O&G_LIMITED,OOG_ALERT,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_LIMITED,OOG_AMREAD,FULLACCESS,ASSET,OILGAS
HTQ,O&G_LIMITED,OOG_CMISS,FULLACCESS,PURCHASE,OILGAS
HTQ,O&G_LIMITED,OOG_CMRCV,FULLACCESS,PURCHASE,OILGAS
HTQ,O&G_LIMITED,OOG_COMPSH,FULLACCESS,ASSET,OILGAS
HTQ,O&G_LIMITED,OOG_DEPART,READONLY,SETUP,OILGAS
HTQ,O&G_LIMITED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
HTQ,O&G_LIMITED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_LIMITED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_LIMITED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_LIMITED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_LIMITED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
HTQ,O&G_LIMITED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
HTQ,O&G_LIMITED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
HTQ,O&G_LIMITED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
HTQ,O&G_LIMITED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
HTQ,OCY_EXPRESSCUR,OOG_ALERT,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_AMREAD,READSAVE,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_CMISS,READONLY,PURCHASE,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_CMRCV,READONLY,PURCHASE,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_COMPSH,READONLY,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_DEPART,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_EVCODE,READONLY,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_MAREA,READONLY,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_MOCDOC,READSAVE,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_MOCENG,READSAVE,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_MOCPEO,READSAVE,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_PLSRSR,FULLACCESS,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_PRTRK,READONLY,PURCHASE,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_RES,READONLY,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,OOG_TECACC,READONLY,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,ASSETCOUNT,FULLACCESS,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGORG,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPRS,READSAVE,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGQUAL,READSAVE,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGASS,READSAVE,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGLPROF,READSAVE,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGLOC,READSAVE,ASSET,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGIMP,READSAVE,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGMOC,READSAVE,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGMCR,READSAVE,PLUSGCHG,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGITEM,READSAVE,INVENTOR,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGBYP,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGLOGBK,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPOL,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPROC,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGOPACT,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGLOG,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGOPTSK,FULLACCESS,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGRLOG,READSAVE,PLUSGOP,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGAL,READONLY,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGBEN,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGCFW,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGHAZ,READONLY,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGISO,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGJP,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGTGLCK,READONLY,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPCT,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPTW,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPREC,READONLY,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGRFW,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGREG,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGRSK,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGCON,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGROU,READONLY,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGSTAG,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGSTA,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPM,READSAVE,PM,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPO,READSAVE,PURCHASE,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGPR,READSAVE,PURCHASE,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGAUDIT,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGCERT,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGDEF,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGINC,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGINV,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGSR,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGSOL,FULLACCESS,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGTKTMP,READSAVE,PLUSGSD,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGCRINC,FULLACCESS,SSDR,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGVWINC,FULLACCESS,SSDR,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGACT,READSAVE,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGDRL,READSAVE,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGQRP,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,PLUSGWO,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,CHANGE,NOACCESS,CHANGE,MAXIMO
HTQ,OCY_EXPRESSCUR,RELEASE,NOACCESS,RELEASE,MAXIMO
HTQ,OCY_EXPRESSCUR,INCIDENT,NOACCESS,SD,MAXIMO
HTQ,OCY_EXPRESSCUR,PROBLEM,NOACCESS,SD,MAXIMO
HTQ,SCH_AUTHORIZED,RLASSIGN,FULLACCESS,SCHEDULER,SCHED
HTQ,SCH_AUTHORIZED,RLCAPACITY,FULLACCESS,SCHEDULER,SCHED
HTQ,O&G_LIMITED,MMIUI,READONLY,UTIL,OILGAS
HTQ,O&G_AUTHORIZED,NOTIF,FULLACCESS,INT,OILGAS
HTQ,O&G_AUTHORIZED,ADMINISTRATOR,FULLACCESS,SETUP,OILGAS
HTQ,O&G_AUTHORIZED,MAP,FULLACCESS,SETUP,OILGAS
HTQ,OCY_EXPRESSCUR,BUSINESSANALYST,NOACCESS,ANALYTICS,MAXIMO
HTQ,OCY_EXPRESSCUR,INVENTORY,READSAVE,INVENTOR,MAXIMO
HTQ,O&G_LIMITED,INSPECTORSUP,READSAVE,PLANS,OILGAS
HTQ,O&G_LIMITED,RESLEVEL,READONLY,PLANS,OILGAS
HTQ,O&G_LIMITED,INVENTORY,READSAVE,INVENTOR,OILGAS
HTQ,SCH_AUTHORIZED,SCHOVAVAIL,FULLACCESS,SCHEDULER,SCHED
HTQ,SCH_AUTHORIZED,SCHTTMGR,FULLACCESS,SETUP,SCHED
HTQ,O&G_AUTHORIZED,BUDGET,FULLACCESS,FINANCIAL,OILGAS
HTQ,O&G_AUTHORIZED,SELFSERVICE,READONLY,SSDR,OILGAS
HTQ,O&G_AUTHORIZED,BUSINESSANALYST,READONLY,ANALYTICS,OILGAS
HTQ,O&G_AUTHORIZED,JSONMAP,FULLACCESS,INT,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGCRF,FULLACCESS,SETUP,OILGAS
HTQ,OCY_EXPRESSCUR,BUDGET,READONLY,FINANCIAL,MAXIMO
HTQ,OCY_EXPRESSCUR,SELFSERVICE,READONLY,SSDR,MAXIMO
HTQ,OCY_EXPRESSCUR,WCDESIGNER,READONLY,UTIL,MAXIMO
HTQ,OCY_EXPRESSCUR,MAP,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,TOKENLIC,READONLY,SETUP,MAXIMO
HTQ,O&G_LIMITED,BUDGET,READONLY,FINANCIAL,OILGAS
HTQ,O&G_LIMITED,INSPECTOR,FULLACCESS,WO,OILGAS
HTQ,O&G_LIMITED,TECHNICIAN,READONLY,WO,OILGAS
HTQ,O&G_LIMITED,SUPERVISOR,FULLACCESS,WO,OILGAS
HTQ,O&G_LIMITED,SELFSERVICE,READONLY,SSDR,OILGAS
HTQ,O&G_LIMITED,DATASETDESIGNER,READONLY,ANALYTICS,OILGAS
HTQ,O&G_LIMITED,BUSINESSANALYST,NOACCESS,ANALYTICS,OILGAS
HTQ,O&G_LIMITED,JSONMAP,READONLY,INT,OILGAS
HTQ,O&G_LIMITED,NOTIF,READONLY,INT,OILGAS
HTQ,O&G_LIMITED,TZRULE,READONLY,SETUP,OILGAS
HTQ,O&G_LIMITED,PLUSGCRF,READONLY,SETUP,OILGAS
HTQ,O&G_LIMITED,PLUSGAP,READSAVE,PLANS,OILGAS
HTQ,O&G_LIMITED,PLUSGTRAMOD,READONLY,SETUP,OILGAS
HTQ,O&G_LIMITED,PLUSGTRAIN,READSAVE,SETUP,OILGAS
HTQ,O&G_LIMITED,PLUSGLKBOX,READSAVE,PLANS,OILGAS
HTQ,O&G_LIMITED,PUSHNOTIFICATION,READONLY,SETUP,OILGAS
HTQ,O&G_LIMITED,TOKENLIC,READONLY,SETUP,OILGAS
HTQ,O&G_AUTHORIZED,TECHNICIAN,READONLY,WO,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGAP,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGTRAMOD,FULLACCESS,SETUP,OILGAS
HTQ,OCY_EXPRESSCUR,PUSHNOTIFICATION,READONLY,SETUP,MAXIMO
HTQ,O&G_LIMITED,ADMINISTRATOR,READONLY,SETUP,OILGAS
HTQ,O&G_LIMITED,MAP,READONLY,SETUP,OILGAS
HTQ,SCH_AUTHORIZED,GRESOURCE,FULLACCESS,SCHEDULER,SCHED
HTQ,SCH_AUTHORIZED,GWORKASSIGN,FULLACCESS,SCHEDULER,SCHED
HTQ,O&G_AUTHORIZED,INSPECTOR,FULLACCESS,WO,OILGAS
HTQ,O&G_AUTHORIZED,SUPERVISOR,FULLACCESS,WO,OILGAS
HTQ,O&G_AUTHORIZED,DATASETDESIGNER,FULLACCESS,ANALYTICS,OILGAS
HTQ,O&G_AUTHORIZED,TZRULE,FULLACCESS,SETUP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGTRAIN,FULLACCESS,SETUP,OILGAS
HTQ,O&G_AUTHORIZED,PLUSGLKBOX,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,RESLEVEL,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,MMIUI,FULLACCESS,UTIL,OILGAS
HTQ,OCY_EXPRESSCUR,INSPECTOR,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,DATASETDESIGNER,READONLY,ANALYTICS,MAXIMO
HTQ,OCY_EXPRESSCUR,JSONMAP,READONLY,INT,MAXIMO
HTQ,OCY_EXPRESSCUR,NOTIF,READONLY,INT,MAXIMO
HTQ,OCY_EXPRESSCUR,TZRULE,READONLY,SETUP,MAXIMO
HTQ,OCY_EXPRESSCUR,MMIUI,READONLY,UTIL,MAXIMO
HTQ,O&G_AUTHORIZED,TOKENLIC,FULLACCESS,SETUP,OILGAS
HTQ,OCY_EXPRESSCUR,RESLEVEL,READONLY,PLANS,MAXIMO
HTQ,O&G_LIMITED,WCDESIGNER,READONLY,UTIL,OILGAS
HTQ,SCH_AUTHORIZED,SCHEDDM,FULLACCESS,SCHEDULER,SCHED
HTQ,O&G_AUTHORIZED,INSPECTORSUP,FULLACCESS,PLANS,OILGAS
HTQ,O&G_AUTHORIZED,PUSHNOTIFICATION,FULLACCESS,SETUP,OILGAS
HTQ,O&G_AUTHORIZED,WCDESIGNER,FULLACCESS,UTIL,OILGAS
HTQ,O&G_AUTHORIZED,INVENTORY,FULLACCESS,INVENTOR,OILGAS
HTQ,OCY_EXPRESSCUR,INSPECTORSUP,READSAVE,PLANS,MAXIMO
HTQ,OCY_EXPRESSCUR,TECHNICIAN,READONLY,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,SUPERVISOR,FULLACCESS,WO,MAXIMO
HTQ,OCY_EXPRESSCUR,ADMINISTRATOR,READONLY,SETUP,MAXIMO
HTQ,FetchAll:,730,rows,fetched.,
HTQ,>,,,,
N06,O&G_AUTHORIZED,RELEASE,NOACCESS,RELEASE,OILGAS
N06,O&G_AUTHORIZED,CHANGE,NOACCESS,CHANGE,OILGAS
N06,O&G_AUTHORIZED,PLUSGVWINC,FULLACCESS,SSDR,OILGAS
N06,O&G_AUTHORIZED,PLUSGTKTMP,FULLACCESS,PLUSGSD,OILGAS
N06,O&G_AUTHORIZED,PLUSGLPROF,FULLACCESS,ASSET,OILGAS
N06,O&G_AUTHORIZED,PLUSGPREC,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGQUAL,FULLACCESS,SETUP,OILGAS
N06,O&G_AUTHORIZED,PLUSGOPTSK,FULLACCESS,PLUSGOP,OILGAS
N06,O&G_AUTHORIZED,PLUSGPROC,FULLACCESS,PLUSGOP,OILGAS
N06,O&G_AUTHORIZED,PLUSGHAZ,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGRSK,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGCON,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGSOL,FULLACCESS,PLUSGSD,OILGAS
N06,O&G_AUTHORIZED,PLUSGPRS,FULLACCESS,SETUP,OILGAS
N06,O&G_AUTHORIZED,PLUSGLOC,FULLACCESS,ASSET,OILGAS
N06,O&G_AUTHORIZED,PLUSGASS,FULLACCESS,ASSET,OILGAS
N06,O&G_AUTHORIZED,PLUSGMCR,FULLACCESS,PLUSGCHG,OILGAS
N06,O&G_AUTHORIZED,PLUSGCRINC,FULLACCESS,SSDR,OILGAS
N06,O&G_AUTHORIZED,PLUSGISO,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGBYP,FULLACCESS,PLUSGOP,OILGAS
N06,O&G_AUTHORIZED,PLUSGAUDIT,FULLACCESS,PLUSGSD,OILGAS
N06,O&G_AUTHORIZED,PLUSGPTW,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGPO,FULLACCESS,PURCHASE,OILGAS
N06,O&G_AUTHORIZED,PLUSGRLOG,FULLACCESS,PLUSGOP,OILGAS
N06,O&G_AUTHORIZED,PLUSGDRL,FULLACCESS,WO,OILGAS
N06,O&G_AUTHORIZED,PLUSGSTAG,FULLACCESS,PLANS,OILGAS
N06,O&G_AUTHORIZED,PLUSGLOG,FULLACCESS,PLUSGOP,OILGAS
N06,O&G_AUTHORIZED,PLUSGWO,FULLACCESS,WO,OILGAS
N06,O&G_AUTHORIZED,PLUSGQRP,FULLACCESS,WO,OILGAS
N06,O&G_AUTHORIZED,PLUSGORG,FULLACCESS,SETUP,OILGAS
