ENVIRONMENT,LICENSENUM,APPNAME,ACCESSLEVEL,MODULE,MAXPRODID
N08,O&G_LIMITED,PLUSGTKTMP,READSAVE,PLUSGSD,OILGAS
N08,O&G_LIMITED,PLUSGLPROF,READSAVE,ASSET,OILGAS
N08,O&G_LIMITED,PLUSGPREC,READONLY,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGQUAL,READSAVE,SETUP,OILGAS
N08,O&G_LIMITED,PLUSGOPTSK,FULLACCESS,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGPROC,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGHAZ,READONLY,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGRSK,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGCON,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGSOL,FULLACCESS,PLUSGSD,OILGAS
N08,O&G_LIMITED,PLUSGPRS,READSAVE,SETUP,OILGAS
N08,O&G_LIMITED,PLUSGLOC,READSAVE,ASSET,OILGAS
N08,O&G_LIMITED,PLUSGASS,READSAVE,ASSET,OILGAS
N08,O&G_LIMITED,PLUSGMCR,READSAVE,PLUSGCHG,OILGAS
N08,O&G_LIMITED,PLUSGCRINC,FULLACCESS,SSDR,OILGAS
N08,O&G_LIMITED,PLUSGISO,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGBYP,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGAUDIT,READSAVE,PLUSGSD,OILGAS
N08,O&G_LIMITED,PLUSGPTW,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGPO,READSAVE,PURCHASE,OILGAS
N08,O&G_LIMITED,PLUSGRLOG,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGDRL,READSAVE,WO,OILGAS
N08,O&G_LIMITED,PLUSGSTAG,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGLOG,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGWO,FULLACCESS,WO,OILGAS
N08,O&G_LIMITED,PLUSGQRP,FULLACCESS,WO,OILGAS
N08,O&G_LIMITED,PLUSGORG,READONLY,SETUP,OILGAS
N08,O&G_LIMITED,PLUSGINC,READSAVE,PLUSGSD,OILGAS
N08,O&G_LIMITED,PLUSGMOC,READSAVE,PLUSGCHG,OILGAS
N08,O&G_LIMITED,PLUSGREG,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGDEF,READSAVE,PLUSGSD,OILGAS
N08,O&G_LIMITED,INCIDENT,NOACCESS,SD,OILGAS
N08,O&G_LIMITED,PLUSGOPACT,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGLOGBK,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGCERT,READSAVE,PLUSGSD,OILGAS
N08,O&G_LIMITED,PLUSGTGLCK,READONLY,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGPR,READSAVE,PURCHASE,OILGAS
N08,O&G_LIMITED,PLUSGITEM,READSAVE,INVENTOR,OILGAS
N08,O&G_LIMITED,PLUSGPOL,READSAVE,PLUSGOP,OILGAS
N08,O&G_LIMITED,PLUSGSR,READSAVE,PLUSGSD,OILGAS
N08,O&G_LIMITED,PLUSGPCT,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGSTA,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGROU,READONLY,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGPM,READSAVE,PM,OILGAS
N08,O&G_LIMITED,PLUSGJP,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGAL,READONLY,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGACT,READSAVE,WO,OILGAS
N08,O&G_LIMITED,PLUSGRFW,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PLUSGIMP,READSAVE,PLUSGCHG,OILGAS
N08,O&G_LIMITED,PLUSGBEN,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,PROBLEM,NOACCESS,SD,OILGAS
N08,O&G_LIMITED,ACTIVITY,FULLACCESS,WO,MAXIMO
N08,O&G_LIMITED,ASSET,READSAVE,ASSET,MAXIMO
N08,O&G_LIMITED,PLUSCTMPLT,READSAVE,ASSET,MAXIMO
N08,O&G_LIMITED,WORKMAN,READONLY,WO,MAXIMO
N08,O&G_LIMITED,AUTOSCRIPT,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,COLLECTION,READONLY,CI,MAXIMO
N08,O&G_LIMITED,COMPANY,READONLY,PURCHASE,MAXIMO
N08,O&G_LIMITED,COMPMASTER,READONLY,PURCHASE,MAXIMO
N08,O&G_LIMITED,CONDCODE,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,COND,READONLY,ASSET,MAXIMO
N08,O&G_LIMITED,CONDEXPMGR,READSAVE,SETUP,MAXIMO
N08,O&G_LIMITED,FINCNTRL,READONLY,FINANCIAL,MAXIMO
N08,O&G_LIMITED,CREATEINT,READONLY,INT,MAXIMO
N08,O&G_LIMITED,CRAFT,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,CREATEDR,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,CREATESR,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,ENDPOINT,READONLY,INT,MAXIMO
N08,O&G_LIMITED,INTSRV,READONLY,INT,MAXIMO
N08,O&G_LIMITED,EXTSYSTEM,READONLY,INT,MAXIMO
N08,O&G_LIMITED,FAILURE,READONLY,ASSET,MAXIMO
N08,O&G_LIMITED,HAZARDS,READONLY,PLANS,MAXIMO
N08,O&G_LIMITED,IM,READONLY,INT,MAXIMO
N08,O&G_LIMITED,INVENTOR,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,INVUSAGE,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,INVOKE,READONLY,INT,MAXIMO
N08,O&G_LIMITED,INVOICE,READSAVE,PURCHASE,MAXIMO
N08,O&G_LIMITED,ITEM,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,JOBPLAN,READSAVE,PLANS,MAXIMO
N08,O&G_LIMITED,LABOR,READSAVE,SETUP,MAXIMO
N08,O&G_LIMITED,CONTLABOR,READSAVE,CONTRACT,MAXIMO
N08,O&G_LIMITED,LABREP,FULLACCESS,WO,MAXIMO
N08,O&G_LIMITED,LAUNCH,READONLY,INT,MAXIMO
N08,O&G_LIMITED,CONTLEASE,READSAVE,CONTRACT,MAXIMO
N08,O&G_LIMITED,LOCATION,READSAVE,ASSET,MAXIMO
N08,O&G_LIMITED,TAGLOCKS,READONLY,PLANS,MAXIMO
N08,O&G_LIMITED,LMO,READONLY,INT,MAXIMO
N08,O&G_LIMITED,MANAGEINT,READONLY,INT,MAXIMO
N08,O&G_LIMITED,CONTMASTER,READSAVE,CONTRACT,MAXIMO
N08,O&G_LIMITED,MASTERPM,READONLY,PM,MAXIMO
N08,O&G_LIMITED,INTERROR,READONLY,INT,MAXIMO
N08,O&G_LIMITED,INTMSGTRK,READONLY,INT,MAXIMO
N08,O&G_LIMITED,METERGRP,READONLY,ASSET,MAXIMO
N08,O&G_LIMITED,METER,READONLY,ASSET,MAXIMO
N08,O&G_LIMITED,DEPLGROUPS,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,DM,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,DEPLCOLLS,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,PRECAUTN,READONLY,PLANS,MAXIMO
N08,O&G_LIMITED,PM,READSAVE,PM,MAXIMO
N08,O&G_LIMITED,PUBLISH,READONLY,INT,MAXIMO
N08,O&G_LIMITED,CONTPURCH,READSAVE,CONTRACT,MAXIMO
N08,O&G_LIMITED,PO,READSAVE,PURCHASE,MAXIMO
N08,O&G_LIMITED,PR,READSAVE,PURCHASE,MAXIMO
N08,O&G_AUTHORIZED,PLUSGINV,FULLACCESS,PLUSGSD,OILGAS
N08,O&G_AUTHORIZED,PLUSGCFW,FULLACCESS,PLANS,OILGAS
N08,SCH_AUTHORIZED,CGRPASSIGN,FULLACCESS,SCHEDULER,SCHED
N08,SCH_AUTHORIZED,WORKZONE,FULLACCESS,SETUP,SCHED
N08,SCH_AUTHORIZED,SCHEDACM,FULLACCESS,SCHEDULER,SCHED
N08,SCH_AUTHORIZED,GRPASSIGN,FULLACCESS,SCHEDULER,SCHED
N08,SCH_AUTHORIZED,SCHEDULER,FULLACCESS,SCHEDULER,SCHED
N08,OCY_EXPRESSCUR,PERSONGR,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,ACTIONSCFG,FULLACCESS,-,MAXIMO
N08,OCY_EXPRESSCUR,RLADMIN,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,REPORT,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,REPLISTCFG,FULLACCESS,-,MAXIMO
N08,OCY_EXPRESSCUR,RSCONFIG,FULLACCESS,-,MAXIMO
N08,OCY_EXPRESSCUR,ROLE,READONLY,UTIL,MAXIMO
N08,OCY_EXPRESSCUR,SECURGROUP,READONLY,SECURITY,MAXIMO
N08,OCY_EXPRESSCUR,SR,READSAVE,SD,MAXIMO
N08,OCY_EXPRESSCUR,SETS,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,STARTCNTR,FULLACCESS,-,MAXIMO
N08,OCY_EXPRESSCUR,PROPMAINT,READONLY,UTIL,MAXIMO
N08,OCY_EXPRESSCUR,SELFREG,FULLACCESS,-,MAXIMO
N08,OCY_EXPRESSCUR,USER,READSAVE,SECURITY,MAXIMO
N08,OCY_EXPRESSCUR,WORKVIEW,FULLACCESS,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,WFADMIN,READONLY,UTIL,MAXIMO
N08,OCY_EXPRESSCUR,WFDESIGN,READONLY,UTIL,MAXIMO
N08,OCY_EXPRESSCUR,SRVAD,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,MPMAN,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,TECHTABLET,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,TECHPHONE,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,TECHLITE,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,SCHSUPER,READONLY,WO,MAXIMO
N08,OCY_EXPRESSCUR,OSLCPROV,READONLY,INT,MAXIMO
N08,OCY_EXPRESSCUR,OSLCRES,READONLY,INT,MAXIMO
N08,O&G_LIMITED,RESLEVEL,READONLY,PLANS,OILGAS
N08,O&G_LIMITED,MMIUI,READONLY,UTIL,OILGAS
N08,O&G_LIMITED,INVENTORY,READSAVE,INVENTOR,OILGAS
N08,O&G_LIMITED,INSPECTORSUP,READSAVE,PLANS,OILGAS
N08,O&G_LIMITED,INSPECTOR,FULLACCESS,WO,OILGAS
N08,O&G_LIMITED,PLUSGTRAMOD,READONLY,SETUP,OILGAS
N08,O&G_LIMITED,PLUSGTRAIN,READSAVE,SETUP,OILGAS
N08,SCH_AUTHORIZED,SCHEDDM,FULLACCESS,SCHEDULER,SCHED
N08,SCH_AUTHORIZED,SCHOVAVAIL,FULLACCESS,SCHEDULER,SCHED
N08,SCH_AUTHORIZED,GRESOURCE,FULLACCESS,SCHEDULER,SCHED
N08,O&G_AUTHORIZED,RESLEVEL,FULLACCESS,PLANS,OILGAS
N08,O&G_AUTHORIZED,WCDESIGNER,FULLACCESS,UTIL,OILGAS
N08,O&G_AUTHORIZED,TECHNICIAN,READONLY,WO,OILGAS
N08,O&G_AUTHORIZED,BUSINESSANALYST,READONLY,ANALYTICS,OILGAS
N08,O&G_AUTHORIZED,PLUSGLKBOX,FULLACCESS,PLANS,OILGAS
N08,O&G_AUTHORIZED,NOTIF,FULLACCESS,INT,OILGAS
N08,OCY_EXPRESSCUR,ADMINISTRATOR,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,BUDGET,READONLY,FINANCIAL,MAXIMO
N08,OCY_EXPRESSCUR,SUPERVISOR,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,SELFSERVICE,READONLY,SSDR,MAXIMO
N08,OCY_EXPRESSCUR,NOTIF,READONLY,INT,MAXIMO
N08,O&G_LIMITED,RPTOUTPUT,FULLACCESS,ANALYTICS,MAXIMO
N08,O&G_LIMITED,RFQ,READSAVE,PURCHASE,MAXIMO
N08,O&G_LIMITED,ROUTES,READONLY,PLANS,MAXIMO
N08,O&G_LIMITED,SAFEPLAN,READONLY,PLANS,MAXIMO
N08,O&G_LIMITED,ECOMMADAPT,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,SRVCOMMOD,READONLY,SLA,MAXIMO
N08,O&G_LIMITED,SRVITEM,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,SLA,READSAVE,SLA,MAXIMO
N08,O&G_LIMITED,SHIPREC,READONLY,INVENTOR,MAXIMO
N08,O&G_LIMITED,TOOLINV,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,STOREROOM,READONLY,INVENTOR,MAXIMO
N08,O&G_LIMITED,TERMCOND,READONLY,PURCHASE,MAXIMO
N08,O&G_LIMITED,TKTEMPLATE,READSAVE,SD,MAXIMO
N08,O&G_LIMITED,TOOL,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,VIEWDR,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,VIEWSR,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,CONTWARRTY,READSAVE,CONTRACT,MAXIMO
N08,O&G_LIMITED,WSREGISTRY,READONLY,INT,MAXIMO
N08,O&G_LIMITED,WOTRACK,FULLACCESS,WO,MAXIMO
N08,O&G_LIMITED,AMCREW,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,AMCREWT,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
N08,O&G_LIMITED,SOLUTION,READSAVE,SD,MAXIMO
N08,O&G_LIMITED,CI,READONLY,CI,MAXIMO
N08,O&G_LIMITED,JSONRES,READONLY,INT,MAXIMO
N08,O&G_LIMITED,BIMPROJECT,READONLY,-,MAXIMO
N08,O&G_LIMITED,PRODUCT,READONLY,-,MAXIMO
N08,O&G_LIMITED,DESIGNSPEC,READONLY,-,MAXIMO
N08,O&G_LIMITED,BIMMODELS,READONLY,-,MAXIMO
N08,O&G_LIMITED,LICTRACK,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,MFMAILCFG,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,ACTION,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,DESIGNER,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,BBOARD,FULLACCESS,SETUP,MAXIMO
N08,O&G_LIMITED,CALENDR,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,CHANGEPSWD,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,CHRTACCT,READONLY,FINANCIAL,MAXIMO
N08,O&G_LIMITED,CITYPE,READSAVE,SETUP,MAXIMO
N08,O&G_LIMITED,ASSETCAT,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,COGNOSHOME,READONLY,ANALYTICS,MAXIMO
N08,O&G_LIMITED,COMMTMPLT,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,CRONTASK,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,CURRENCY,READONLY,FINANCIAL,MAXIMO
N08,O&G_LIMITED,CONFIGUR,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,DOMAINADM,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,EMAILSTNER,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,ESCALATION,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,EXCHANGE,READONLY,FINANCIAL,MAXIMO
N08,O&G_LIMITED,FACONFIG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,FORGOTPSWD,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,INBXCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,INVISSUE,READSAVE,INVENTOR,MAXIMO
N08,O&G_LIMITED,KPIGCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,KPILCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,KPI,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,KPITPL,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,KPIVIEWER,FULLACCESS,ANALYTICS,MAXIMO
N08,O&G_LIMITED,SCCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,LOGGING,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,INTOBJECT,READONLY,INT,MAXIMO
N08,O&G_LIMITED,MULTISITE,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,PERSON,READSAVE,SETUP,MAXIMO
N08,O&G_LIMITED,PERSONGR,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,ACTIONSCFG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,RLADMIN,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,REPORT,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,REPLISTCFG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,RSCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,ROLE,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,SECURGROUP,READONLY,SECURITY,MAXIMO
N08,O&G_LIMITED,SR,READSAVE,SD,MAXIMO
N08,O&G_LIMITED,SETS,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,STARTCNTR,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,PROPMAINT,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,SELFREG,FULLACCESS,-,MAXIMO
N08,O&G_LIMITED,USER,READSAVE,SECURITY,MAXIMO
N08,O&G_LIMITED,WORKVIEW,FULLACCESS,SETUP,MAXIMO
N08,O&G_LIMITED,WFADMIN,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,WFDESIGN,READONLY,UTIL,MAXIMO
N08,O&G_LIMITED,SRVAD,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,MPMAN,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,TECHTABLET,FULLACCESS,WO,MAXIMO
N08,O&G_LIMITED,TECHPHONE,FULLACCESS,WO,MAXIMO
N08,O&G_LIMITED,TECHLITE,FULLACCESS,WO,MAXIMO
N08,O&G_LIMITED,SCHSUPER,READONLY,WO,MAXIMO
N08,O&G_LIMITED,OSLCPROV,READONLY,INT,MAXIMO
N08,O&G_LIMITED,OSLCRES,READONLY,INT,MAXIMO
N08,O&G_AUTHORIZED,DEPLGROUPS,FULLACCESS,UTIL,MAXIMO
N08,OCY_EXPRESSCUR,ACTIVITY,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,ASSET,READSAVE,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,PLUSCTMPLT,READSAVE,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,WORKMAN,READONLY,WO,MAXIMO
N08,OCY_EXPRESSCUR,AUTOSCRIPT,READONLY,UTIL,MAXIMO
N08,OCY_EXPRESSCUR,COLLECTION,READONLY,CI,MAXIMO
N08,OCY_EXPRESSCUR,COMPANY,READONLY,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,COMPMASTER,READONLY,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,CONDCODE,READSAVE,INVENTOR,MAXIMO
N08,OCY_EXPRESSCUR,COND,READONLY,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,CONDEXPMGR,READSAVE,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,FINCNTRL,READONLY,FINANCIAL,MAXIMO
N08,OCY_EXPRESSCUR,CREATEINT,READONLY,INT,MAXIMO
N08,OCY_EXPRESSCUR,CRAFT,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,CREATEDR,FULLACCESS,SSDR,MAXIMO
N08,O&G_AUTHORIZED,DM,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,DEPLCOLLS,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,PRECAUTN,FULLACCESS,PLANS,MAXIMO
N08,O&G_AUTHORIZED,PM,FULLACCESS,PM,MAXIMO
N08,O&G_LIMITED,TECHNICIAN,READONLY,WO,OILGAS
N08,O&G_AUTHORIZED,INSPECTORSUP,FULLACCESS,PLANS,OILGAS
N08,O&G_AUTHORIZED,DATASETDESIGNER,FULLACCESS,ANALYTICS,OILGAS
N08,O&G_AUTHORIZED,PUBLISH,FULLACCESS,INT,MAXIMO
N08,O&G_AUTHORIZED,CONTPURCH,FULLACCESS,CONTRACT,MAXIMO
N08,O&G_AUTHORIZED,PO,FULLACCESS,PURCHASE,MAXIMO
N08,O&G_AUTHORIZED,PR,FULLACCESS,PURCHASE,MAXIMO
N08,O&G_AUTHORIZED,QUAL,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,QUICKREP,FULLACCESS,WO,MAXIMO
N08,O&G_AUTHORIZED,RECEIPTS,FULLACCESS,PURCHASE,MAXIMO
N08,O&G_AUTHORIZED,RELATION,FULLACCESS,ASSET,MAXIMO
N08,O&G_AUTHORIZED,RPTOUTPUT,FULLACCESS,ANALYTICS,MAXIMO
N08,O&G_AUTHORIZED,RFQ,FULLACCESS,PURCHASE,MAXIMO
N08,O&G_AUTHORIZED,ROUTES,FULLACCESS,PLANS,MAXIMO
N08,O&G_AUTHORIZED,SAFEPLAN,FULLACCESS,PLANS,MAXIMO
N08,O&G_AUTHORIZED,ECOMMADAPT,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,SRVCOMMOD,FULLACCESS,SLA,MAXIMO
N08,O&G_AUTHORIZED,SRVITEM,FULLACCESS,INVENTOR,MAXIMO
N08,O&G_AUTHORIZED,SLA,FULLACCESS,SLA,MAXIMO
N08,O&G_AUTHORIZED,SHIPREC,FULLACCESS,INVENTOR,MAXIMO
N08,O&G_AUTHORIZED,TOOLINV,FULLACCESS,INVENTOR,MAXIMO
N08,O&G_AUTHORIZED,STOREROOM,FULLACCESS,INVENTOR,MAXIMO
N08,O&G_AUTHORIZED,TERMCOND,FULLACCESS,PURCHASE,MAXIMO
N08,O&G_AUTHORIZED,TKTEMPLATE,FULLACCESS,SD,MAXIMO
N08,O&G_AUTHORIZED,TOOL,FULLACCESS,INVENTOR,MAXIMO
N08,O&G_AUTHORIZED,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
N08,O&G_AUTHORIZED,VIEWDR,FULLACCESS,SSDR,MAXIMO
N08,O&G_AUTHORIZED,VIEWSR,FULLACCESS,SSDR,MAXIMO
N08,O&G_AUTHORIZED,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
N08,O&G_AUTHORIZED,CONTWARRTY,FULLACCESS,CONTRACT,MAXIMO
N08,O&G_AUTHORIZED,WSREGISTRY,FULLACCESS,INT,MAXIMO
N08,O&G_AUTHORIZED,WOTRACK,FULLACCESS,WO,MAXIMO
N08,O&G_AUTHORIZED,AMCREW,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,AMCREWT,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
N08,O&G_AUTHORIZED,SOLUTION,FULLACCESS,SD,MAXIMO
N08,O&G_AUTHORIZED,CI,FULLACCESS,CI,MAXIMO
N08,O&G_AUTHORIZED,JSONRES,FULLACCESS,INT,MAXIMO
N08,O&G_AUTHORIZED,BIMPROJECT,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,PRODUCT,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,DESIGNSPEC,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,BIMMODELS,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,LICTRACK,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,MFMAILCFG,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,ACTION,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,DESIGNER,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,BBOARD,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,CALENDR,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,CHANGEPSWD,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,CHRTACCT,FULLACCESS,FINANCIAL,MAXIMO
N08,O&G_AUTHORIZED,CITYPE,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,ASSETCAT,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,COGNOSHOME,FULLACCESS,ANALYTICS,MAXIMO
N08,O&G_AUTHORIZED,COMMTMPLT,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,CRONTASK,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,CURRENCY,FULLACCESS,FINANCIAL,MAXIMO
N08,O&G_AUTHORIZED,CONFIGUR,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,DOMAINADM,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,EMAILSTNER,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,ESCALATION,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,EXCHANGE,FULLACCESS,FINANCIAL,MAXIMO
N08,O&G_AUTHORIZED,FACONFIG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,FORGOTPSWD,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,INBXCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,INVISSUE,FULLACCESS,INVENTOR,MAXIMO
N08,O&G_AUTHORIZED,KPIGCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,KPILCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,KPI,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,KPITPL,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,KPIVIEWER,FULLACCESS,ANALYTICS,MAXIMO
N08,O&G_AUTHORIZED,SCCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,LOGGING,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,INTOBJECT,FULLACCESS,INT,MAXIMO
N08,O&G_AUTHORIZED,MULTISITE,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,PERSON,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,PERSONGR,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,ACTIONSCFG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,RLADMIN,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,REPORT,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,REPLISTCFG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,RSCONFIG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,ROLE,FULLACCESS,UTIL,MAXIMO
