ENVIRONMENT,APPNAME,MODULE,SELFSERVICE,LIMITEDUSE,AUTHORIZEDUSE
N08,SRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
N08,TLOAMSWCTG,SETUP,NOACCESS,NOACCESS,NOACCESS
N08,WORKVIEW,SETUP,NOACCESS,FULLACCESS,FULLACCESS
N08,WORKZONE,SETUP,NOACCESS,READONLY,FULLACCESS
N08,SLA,SLA,NOACCESS,READSAVE,FULLACCESS
N08,SRVCOMMOD,SLA,NOACCESS,READONLY,FULLACCESS
N08,CREATEDR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,CREATESR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,SEARCHSOL,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,VIEWDR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,VIEWDRFT,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,VIEWSR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,VIEWTMPL,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,ACTION,UTIL,NOACCESS,READONLY,FULLACCESS
N08,AUTOSCRIPT,UTIL,NOACCESS,READONLY,FULLACCESS
N08,COMMTMPLT,UTIL,NOACCESS,READONLY,FULLACCESS
N08,CONFIGUR,UTIL,NOACCESS,READONLY,FULLACCESS
N08,CRONTASK,UTIL,NOACCESS,READONLY,FULLACCESS
N08,DEPLCOLLS,UTIL,NOACCESS,READONLY,FULLACCESS
N08,DEPLGROUPS,UTIL,NOACCESS,READONLY,FULLACCESS
N08,DESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
N08,DM,UTIL,NOACCESS,READONLY,FULLACCESS
N08,DOMAINADM,UTIL,NOACCESS,READONLY,FULLACCESS
N08,EMAILSTNER,UTIL,NOACCESS,READONLY,FULLACCESS
N08,ESCALATION,UTIL,NOACCESS,READONLY,FULLACCESS
N08,IBMCONTENT,UTIL,NOACCESS,READONLY,FULLACCESS
N08,IMICONF,UTIL,NOACCESS,READONLY,FULLACCESS
N08,LOGGING,UTIL,NOACCESS,READONLY,FULLACCESS
N08,MFMAILCFG,UTIL,NOACCESS,READONLY,FULLACCESS
N08,PROPMAINT,UTIL,NOACCESS,READONLY,FULLACCESS
N08,ROLE,UTIL,NOACCESS,READONLY,FULLACCESS
N08,WFADMIN,UTIL,NOACCESS,READONLY,FULLACCESS
N08,WFDESIGN,UTIL,NOACCESS,READONLY,FULLACCESS
N08,LABREP,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,QUICKREP,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,WORKMAN,WO,NOACCESS,READONLY,FULLACCESS
N08,WOTRACK,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSTASCAT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTORG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTPOS,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTCOMP,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTAXCFG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTLOGS,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTPOCON,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTIWC,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTCLAIM,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTAWC,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTCLIP,WO,NOACCESS,READONLY,FULLACCESS
N08,PLUSTQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSTWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSTLRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSTCMP,WO,NOACCESS,READONLY,FULLACCESS
N08,PLUSTWRKMN,WO,NOACCESS,READONLY,FULLACCESS
N08,PLUSTINSP,WO,NOACCESS,READONLY,FULLACCESS
N08,PLUSTPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTREC,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTIVO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTRFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTPM,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTMASPM,PM,NOACCESS,READONLY,FULLACCESS
N08,PLUSTJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTASLT,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTRS,PLUSTMP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTVS,PLUSTMP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTVR,PLUSTMP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTITM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTISS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTFLISS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTCOUNT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTSTKRG,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTINVUS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTDTIMP,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
N08,MAP,SETUP,NOACCESS,READONLY,FULLACCESS
N08,SCHTTMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSACM,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSANEWAS,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSATR,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAMASPM,PM,NOACCESS,READONLY,FULLACCESS
N08,PLUSAORG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSAPM,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSABITMA,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACAPAB,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACMDVL,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACMSER,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACOMP,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAEVMNG,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAINVIS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAMNTFO,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAMNTPL,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSANAREC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSARCPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSARFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSASCGRP,SECURITY,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACMATC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACMATT,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACMFLE,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAFLEUL,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAPMGRP,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSABDIQ,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSALOGBK,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACMPMS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSAFLB,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAFLBSU,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAZONE,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAROLCA,AVIATION,NOACCESS,READSAVE,FULLACCESS
N08,PLUSACA,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSALOGS,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSARSCFG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSAPMEXTENSION,PM,NOACCESS,READONLY,FULLACCESS
N08,PLUSASLT,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCLSIGN,WO,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSCMT,WO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCOMPAN,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSEVENT,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSFREQ,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSIMPACT,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSLOCAT,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMSITE,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPM,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSQREP,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSRFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSSR,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTERMCD,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSTS,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSWOTR,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSCA,PLUSCA,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCCD,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCONDRE,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSEG,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPERMIT,PLUSPERMIT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSQPERM,PLUSPERMIT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCHANGE,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCI,CI,NOACCESS,READONLY,FULLACCESS
N08,PLUSRELEAS,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSSOLUT,PLUSCA,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSLNUPPL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSLNUPWK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSCLKSK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSLNPKSK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSQASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSQLOCAT,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDUTY,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDUTYPL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSLCO,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSNOTIF,PLUSOPMNGT,NOACCESS,READONLY,FULLACCESS
N08,PLUSRDFREQ,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSJOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSQWOTR,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSCLGRP,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDYNATEMP,UTIL,NOACCESS,READONLY,FULLACCESS
N08,PLUSOBJCTV,UTIL,NOACCESS,READONLY,FULLACCESS
N08,CALIBRATION,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,COGNOSHOME,ANALYTICS,NOACCESS,READONLY,FULLACCESS
N08,KPIVIEWER,ANALYTICS,NOACCESS,FULLACCESS,FULLACCESS
N08,RPTOUTPUT,ANALYTICS,READONLY,FULLACCESS,FULLACCESS
N08,ASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,COND,ASSET,NOACCESS,READONLY,FULLACCESS
N08,DPLDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N08,FAILURE,ASSET,NOACCESS,READONLY,FULLACCESS
N08,FEATURE,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,LOCATION,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,METER,ASSET,NOACCESS,READONLY,FULLACCESS
N08,METERGRP,ASSET,NOACCESS,READONLY,FULLACCESS
N08,NDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N08,NPASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N08,PLUSCTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,RELATION,ASSET,NOACCESS,READONLY,FULLACCESS
N08,SFWLICVIEW,ASSET,NOACCESS,NOACCESS,NOACCESS
N08,ACTIVITY,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,CHANGE,CHANGE,NOACCESS,FULLACCESS,FULLACCESS
N08,ACTUALCI,CI,NOACCESS,READSAVE,FULLACCESS
N08,CI,CI,NOACCESS,READONLY,FULLACCESS
N08,COLLECTION,CI,NOACCESS,READONLY,FULLACCESS
N08,CONTLABOR,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,CONTLEASE,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,CONTMASTER,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,CONTPURCH,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,CONTSFW,CONTRACT,NOACCESS,NOACCESS,NOACCESS
N08,CONTWARRTY,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,CHRTACCT,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N08,CURRENCY,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N08,EXCHANGE,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N08,FINCNTRL,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N08,CREATEINT,INT,NOACCESS,READONLY,FULLACCESS
N08,ENDPOINT,INT,NOACCESS,READONLY,FULLACCESS
N08,EXTSYSTEM,INT,NOACCESS,READONLY,FULLACCESS
N08,IM,INT,NOACCESS,READONLY,FULLACCESS
N08,INTERROR,INT,NOACCESS,READONLY,FULLACCESS
N08,INTMSGTRK,INT,NOACCESS,READONLY,FULLACCESS
N08,INTOBJECT,INT,NOACCESS,READONLY,FULLACCESS
N08,INTSRV,INT,NOACCESS,READONLY,FULLACCESS
N08,INVOKE,INT,NOACCESS,READONLY,FULLACCESS
N08,LAUNCH,INT,NOACCESS,READONLY,FULLACCESS
N08,LMO,INT,NOACCESS,READONLY,FULLACCESS
N08,MANAGEINT,INT,NOACCESS,READONLY,FULLACCESS
N08,OSLCPROV,INT,NOACCESS,READONLY,FULLACCESS
N08,OSLCRES,INT,NOACCESS,READONLY,FULLACCESS
N08,PUBLISH,INT,NOACCESS,READONLY,FULLACCESS
N08,WSREGISTRY,INT,NOACCESS,READONLY,FULLACCESS
N08,CONDCODE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,INVENTOR,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,INVISSUE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,INVUSAGE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,ITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,SHIPREC,INVENTOR,NOACCESS,READONLY,FULLACCESS
N08,SRVITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,STOREROOM,INVENTOR,NOACCESS,READONLY,FULLACCESS
N08,TOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,TOOLINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,HAZARDS,PLANS,NOACCESS,READONLY,FULLACCESS
N08,JOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PRECAUTN,PLANS,NOACCESS,READONLY,FULLACCESS
N08,ROUTES,PLANS,NOACCESS,READONLY,FULLACCESS
N08,SAFEPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
N08,TAGLOCKS,PLANS,NOACCESS,READONLY,FULLACCESS
N08,MASTERPM,PM,NOACCESS,READONLY,FULLACCESS
N08,PM,PM,NOACCESS,READSAVE,FULLACCESS
N08,COMPANY,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,COMPMASTER,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,INVOICE,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,RECEIPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,RFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,TERMCOND,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,RELEASE,RELEASE,NOACCESS,FULLACCESS,FULLACCESS
N08,INCIDENT,SD,NOACCESS,READSAVE,FULLACCESS
N08,PROBLEM,SD,NOACCESS,READSAVE,FULLACCESS
N08,SOLUTION,SD,NOACCESS,READSAVE,FULLACCESS
N08,SR,SD,NOACCESS,READSAVE,FULLACCESS
N08,TKTEMPLATE,SD,NOACCESS,READSAVE,FULLACCESS
N08,SECURGROUP,SECURITY,NOACCESS,READONLY,FULLACCESS
N08,USER,SECURITY,NOACCESS,READSAVE,FULLACCESS
N08,AMCREW,SETUP,NOACCESS,READONLY,FULLACCESS
N08,AMCREWT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,ASSETCAT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,BBOARD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
N08,CALENDR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,CGRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,CITYPE,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,CONDEXPMGR,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,CRAFT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMADPT,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMMANU,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMOS,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMPROC,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMSW,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMSWS,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DPAMSWUSG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTTLMCD,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTVEND,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
N08,PLUSTCONST,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
N08,PLUSTCNTMP,PLUSTCONST,NOACCESS,READSAVE,FULLACCESS
N08,GRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,SCHEDULER,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,RLASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,RLCAPACITY,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,PLUSDSPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
N08,LICTRACK,SETUP,NOACCESS,READONLY,FULLACCESS
N08,ACTIONSCFG,-,NOACCESS,FULLACCESS,FULLACCESS
N08,CHANGEPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,ECOMMADAPT,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,FACONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,FORGOTPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,INBXCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N08,KPIGCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N08,KPILCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N08,RSCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,SCCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,SELFREG,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,STARTCNTR,-,FULLACCESS,FULLACCESS,FULLACCESS
N08,SCHSUPER,WO,NOACCESS,READONLY,FULLACCESS
N08,TECHLITE,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,TECHPHONE,-,NOACCESS,FULLACCESS,FULLACCESS
N08,TECHTABLET,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,REPLISTCFG,-,NOACCESS,FULLACCESS,FULLACCESS
N08,JSONRES,INT,NOACCESS,READONLY,FULLACCESS
N08,SCHEDACM,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,PLUSPASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPCI,CI,NOACCESS,READONLY,FULLACCESS
N08,PLUSPITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPSRVIT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPTOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPCOMP,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSPCOMPM,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSPSOLUT,SD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPSR,SD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPSECGR,SECURITY,NOACCESS,READONLY,FULLACCESS
N08,PLUSPCLAS,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPBBRD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSPORG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPPER,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSPVISR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSPDMADM,UTIL,NOACCESS,READONLY,FULLACCESS
N08,PLUSPESC,UTIL,NOACCESS,READONLY,FULLACCESS
N08,PLUSPACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSPWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSPPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPAGREE,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPCUSOB,SECURITY,NOACCESS,READONLY,FULLACCESS
N08,PLUSPCUST,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPPBOOK,INVENTOR,NOACCESS,READONLY,FULLACCESS
N08,PLUSPRESP,SLA,NOACCESS,READONLY,FULLACCESS
N08,PLUSPSO,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N08,PLUSPSLABR,SLA,NOACCESS,READONLY,FULLACCESS
N08,SCHOVAVAIL,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,SCHEDMAX,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,APPTBKMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,TWCCFGMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,APPTBOOK,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,WEATHERADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N08,TZRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N08,JSONMAP,INT,NOACCESS,READONLY,FULLACCESS
N08,NOTIF,INT,NOACCESS,READONLY,FULLACCESS
N08,INSPECTORSUP,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,INSPECTOR,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,TOKENLIC,SETUP,NOACCESS,READONLY,FULLACCESS
N08,DATASETDESIGNER,ANALYTICS,NOACCESS,READONLY,FULLACCESS
N08,BUSINESSANALYST,ANALYTICS,NOACCESS,NOACCESS,READONLY
N08,SELFSERVICE,SSDR,READONLY,READONLY,READONLY
N08,SUPERVISOR,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,TECHNICIAN,WO,NOACCESS,READONLY,READONLY
N08,ADMINISTRATOR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,MMIUI,UTIL,NOACCESS,READONLY,FULLACCESS
N08,MANAGEASSETS,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,WCDESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
N08,INVENTORY,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,BUDGET,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N08,TENANTREG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,RESLEVEL,PLANS,NOACCESS,READONLY,FULLACCESS
N08,DBINFO,SETUP,NOACCESS,READONLY,FULLACCESS
N08,SCHEDDM,SCHEDULER,NOACCESS,NOACCESS,FULLACCESS
N08,AWADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N08,BIMPROJECT,-,NOACCESS,READONLY,FULLACCESS
N08,BIMMODELS,-,NOACCESS,READONLY,FULLACCESS
N08,PRODUCT,-,NOACCESS,READONLY,FULLACCESS
N08,DESIGNSPEC,-,NOACCESS,READONLY,FULLACCESS
N08,PLUSDCONTP,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDCULIB,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDCUEST,WO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDORG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSDASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSDACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSDWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSDJOBPL,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGORG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSGPRS,SETUP,NOACCESS,READSAVE,FULLACCESS
