ENVIRONMENT,USERID,PERSONID,STATUS,TYPE,DEFSITE,LOGINID,MAXUSERID
HTQ,LEANDROSAREIS,LEANDROSAREIS,INACTIVE,TYPE 10,HTQ,leandrosareis,2004
HTQ,ICAROROCHA,ICAROROCHA,INACTIVE,TYPE 1,HTQ,icarorocha,2015
HTQ,GABRIELLAGO,GABRIELLAGO,INACTIVE,TYPE 10,HTQ,gabriellago,2018
HTQ,MICHIELDENHOLLANDER,MICHIELDENHOLLANDER,ACTIVE,TYPE 1,HTQ,michieldenhollander,2025
HTQ,JOBSONCLEM,JOBSONCLEM,INACTIVE,TYPE 10,HTQ,jobsonclem,1694
HTQ,ANDRESOUZA,ANDRESOUZA,NEWREG,TYPE 10,HTQ,andresouza,2030
HTQ,ALBERTOCORTEZ,ALBERTOCORTEZ,INACTIVE,TYPE 10,HTQ,albertocortez,2045
HTQ,EMERSONCORTEZ,EMERSONCORTEZ,INACTIVE,TYPE 10,HTQ,emersoncortez,2048
HTQ,WESTHERBARBOSA,WESTHERBARBOSA,INACTIVE,TYPE 10,HTQ,westherbarbosa,2089
HTQ,MARCOSDEOLIVEIRAHENRIQUEPINTO,MARCOSDEOLIVEIRAHENRIQUEPINTO,INACTIVE,TYPE 10,HTQ,marcosdeoliveirahenriquepinto,2090
HTQ,FARLEYSOUZA,FARLEYSOUZA,INACTIVE,TYPE 10,HTQ,farleysouza,2092
HTQ,DOUGLASMELLO,DOUGLASMELLO,INACTIVE,TYPE 10,HTQ,douglasmello,2094
HTQ,CARLOSEMILIANO,CARLOSEMILIANO,INACTIVE,TYPE 1,HTQ,carlosemiliano,2096
HTQ,LUCASDOSSANTOS,LUCASDOSSANTOS,ACTIVE,TYPE 1,HTQ,lucasdossantos,2104
HTQ,MARCELODAMASCENO,MARCELODAMASCENO,INACTIVE,TYPE 10,HTQ,marcelodamasceno,2119
HTQ,ANTONIOGONCALVES,ANTONIOGONCALVES,INACTIVE,TYPE 10,HTQ,antoniogoncalves,1883
HTQ,PEDROPAULO,PEDROPAULO,INACTIVE,TYPE 10,HTQ,pedropaulo,2121
HTQ,ALEXSALDANHA,ALEXSALDANHA,ACTIVE,TYPE 1,HTQ,alexsaldanha,1205
HTQ,FERNANDABATISTA,FERNANDABATISTA,INACTIVE,TYPE 1,HTQ,fernandabatista,1220
HTQ,JOABROSA,JOABROSA,INACTIVE,TYPE 1,HTQ,joabrosa,1223
HTQ,YURISOUZA,YURISOUZA,ACTIVE,TYPE 1,HTQ,yurisouza,1235
HTQ,RAFAELAUAD,RAFAELAUAD,INACTIVE,TYPE 1,HTQ,rafaelauad,1258
HTQ,RAFAELMAIA,RAFAELMAIA,ACTIVE,TYPE 1,HTQ,rafaelmaia,1259
HTQ,ANDRESILVA,ANDRESILVA,INACTIVE,TYPE 1,HTQ,andresilva,1265
HTQ,NACIBHADDAD,NACIBHADDAD,INACTIVE,TYPE 1,HTQ,nacibhaddad,1267
HTQ,LEANDROBAPTISTA,LEANDROBAPTISTA,ACTIVE,TYPE 1,HTQ,leandrobaptista,1311
HTQ,LUIZRODRIGUES,LUIZRODRIGUES,INACTIVE,TYPE 1,HTQ,luizrodrigues,1313
HTQ,WASHINGTONDASILVA,WASHINGTONDASILVA,INACTIVE,TYPE 1,N08,washingtondasilva,1320
HTQ,LUCIANORIBEIRO,LUCIANORIBEIRO,INACTIVE,TYPE 1,HTQ,lucianoribeiro,1333
HTQ,GABRIELCLEM,GABRIELCLEM,INACTIVE,TYPE 1,HTQ,gabrielclem,1348
HTQ,MARCIOPORTUGAL,MARCIOPORTUGAL,ACTIVE,TYPE 1,HTQ,marcioportugal,1355
HTQ,MAXMORAES,MAXMORAES,ACTIVE,TYPE 1,HTQ,maxmoraes,1362
HTQ,ROBERTASILVA,ROBERTASILVA,INACTIVE,TYPE 1,HTQ,robertasilva,1364
HTQ,FELIPERIBEIRO,FELIPERIBEIRO,INACTIVE,TYPE 4,HTQ,feliperibeiro,1380
HTQ,GABRIELREGIS,GABRIELREGIS,INACTIVE,TYPE 1,HTQ,gabrielregis,1389
HTQ,GLAUCIOSOUZA,GLAUCIOSOUZA,ACTIVE,TYPE 1,HTQ,glauciosouza,1413
HTQ,ISRAELMORETO,ISRAELMORETO,ACTIVE,TYPE 1,HTQ,israelmoreto,1420
HTQ,JORGENETO,JORGENETO,INACTIVE,TYPE 1,HTQ,jorgeneto,1424
HTQ,PEDROJSANTOS,PEDROJSANTOS,ACTIVE,TYPE 1,HTQ,pedrojsantos,1492
HTQ,FERNANDAAREAS,FERNANDAAREAS,INACTIVE,TYPE 1,HTQ,fernandaareas,1506
HTQ,VALTAIRALVES,VALTAIRALVES,ACTIVE,TYPE 1,HTQ,valtairalves,1514
HTQ,MARCELLEMARTINS,MARCELLEMARTINS,INACTIVE,TYPE 10,HTQ,marcellemartins,1947
HTQ,PEDRORIBEIRO,PEDRORIBEIRO,INACTIVE,TYPE 1,HTQ,pedroribeiro,1548
HTQ,DHYEGOBARBOSA,DHYEGOBARBOSA,ACTIVE,TYPE 1,HTQ,dhyegobarbosa,1618
HTQ,BRUNOPESSANHA,BRUNOPESSANHA,ACTIVE,TYPE 1,HTQ,brunopessanha,1643
HTQ,WELINTONSILVA,WELINTONSILVA,DELETED,TYPE 10,HTQ,welintonsilva,1660
HTQ,ISABELAMONTEIRO,ISABELAMONTEIRO,ACTIVE,TYPE 1,HTQ,isabelamonteiro,1682
HTQ,LUUCASASSIS,LUUCASASSIS,NEWREG,TYPE 10,HTQ,luucasassis,1949
HTQ,USUARIOTESTEITEAMP,USUARIOTESTEITEAMP,DELETED,TYPE 10,HTQ,usuariotesteiteamp,1974
HTQ,LUCASPEIXOTO,LUCASPEIXOTO,ACTIVE,TYPE 10,HTQ,lucaspeixoto,1999
HTQ,WELINTONGOMES,WELINTONGOMES,NEWREG,TYPE 10,HTQ,welintongomes,2021
HTQ,ALDECIRSANTOS,ALDECIRSANTOS,ACTIVE,TYPE 1,HTQ,aldecirsantos,1712
HTQ,HUMBERTOOLIVEIRA,HUMBERTOOLIVEIRA,INACTIVE,TYPE 10,HTQ,humbertooliveira,1749
HTQ,GUILHERMESANTOS,GUILHERMESANTOS,INACTIVE,TYPE 10,HTQ,guilhermesantos,2083
HTQ,ANDERSONLUISLEITE,ANDERSONLUISLEITE,INACTIVE,TYPE 10,HTQ,andersonluisleite,2095
HTQ,DANIELTELES,DANIELTELES,INACTIVE,TYPE 10,HTQ,danielteles,2101
HTQ,CLEBERCAMPOS,CLEBERCAMPOS,NEWREG,TYPE 10,HTQ,clebercampos,2105
HTQ,JORGECOELHO,JORGECOELHO,ACTIVE,TYPE 10,HTQ,jorgecoelho,1793
HTQ,GUILHERMEPRUST,GUILHERMEPRUST,INACTIVE,TYPE 10,HTQ,guilhermeprust,2106
HTQ,WSORACLE,WSORACLE,INACTIVE,TYPE 1,HTQ,wsoracle,1813
HTQ,MAICONJUNIOR,MAICONJUNIOR,INACTIVE,TYPE 10,HTQ,maiconjunior,2124
HTQ,JULIAVIEIRA,JULIAVIEIRA,INACTIVE,TYPE 10,HTQ,juliavieira,1889
HTQ,JOSNEVASQUEZ,JOSNEVASQUEZ,INACTIVE,TYPE 10,HTQ,josnevasquez,2128
HTQ,WELLINGTONBATISTA,WELLINGTONBATISTA,INACTIVE,TYPE 10,HTQ,wellingtonbatista,2130
HTQ,VINICIUSDEOLIVEIRA,VINICIUSDEOLIVEIRA,INACTIVE,TYPE 1,HTQ,viniciusdeoliveira,1921
HTQ,BRUNOJOVINO,BRUNOJOVINO,INACTIVE,TYPE 1,HTQ,brunojovino,1207
HTQ,EDERREZENDE,EDERREZENDE,INACTIVE,TYPE 1,HTQ,ederrezende,1216
HTQ,ROBERTAROMAES,ROBERTAROMAES,INACTIVE,TYPE 1,HTQ,robertaromaes,1260
HTQ,DOGONCALVES,DOGONCALVES,ACTIVE,TYPE 1,HTQ,dogoncalves,1269
HTQ,ALEXANDREFALCAO,ALEXANDREFALCAO,INACTIVE,TYPE 1,HTQ,alexandrefalcao,1276
HTQ,ALINONETO,ALINONETO,INACTIVE,TYPE 1,HTQ,alinoneto,1280
HTQ,ANDERSONARAUJO,ANDERSONARAUJO,ACTIVE,TYPE 1,HTQ,andersonaraujo,1281
HTQ,BRENOSIQUEIRA,BRENOSIQUEIRA,INACTIVE,TYPE 1,HTQ,brenosiqueira,1282
HTQ,BRUNOFLORIANO,BRUNOFLORIANO,ACTIVE,TYPE 1,HTQ,brunofloriano,1283
HTQ,CHANCHUENG,CHANCHUENG,INACTIVE,TYPE 1,HTQ,chanchueng,1287
HTQ,DIEGOFERNANDES,DIEGOFERNANDES,ACTIVE,TYPE 1,HTQ,diegofernandes,1296
HTQ,MARCIODOSSANTOS,MARCIODOSSANTOS,INACTIVE,TYPE 1,HTQ,marciodossantos,1332
HTQ,ELIASOLIVEIRA,ELIASOLIVEIRA,INACTIVE,TYPE 1,HTQ,eliasoliveira,1408
HTQ,EVERTONMIRANDA,EVERTONMIRANDA,INACTIVE,TYPE 1,HTQ,evertonmiranda,1410
HTQ,ANDRESANTANA,ANDRESANTANA,ACTIVE,TYPE 1,HTQ,andresantana,1491
HTQ,ARIOSVALDONETO,ARIOSVALDONETO,INACTIVE,TYPE 1,HTQ,ariosvaldoneto,1500
HTQ,EDMARPEREIRA,EDMARPEREIRA,INACTIVE,TYPE 3,HTQ,edmarpereira,1501
HTQ,PEDROCRUZ,PEDROCRUZ,INACTIVE,TYPE 3,HTQ,pedrocruz,1502
HTQ,RODRIGOBASTOS,RODRIGOBASTOS,INACTIVE,TYPE 3,HTQ,rodrigobastos,1503
HTQ,EDILSONVIANA,EDILSONVIANA,INACTIVE,TYPE 1,HTQ,edilsonviana,1524
HTQ,REGISSILVA,REGISSILVA,INACTIVE,TYPE 10,HTQ,regissilva,1930
HTQ,RODRIGOCOIMBRA,RODRIGOCOIMBRA,INACTIVE,TYPE 10,HTQ,rodrigocoimbra,1547
HTQ,ERICKROSARIO,ERICKROSARIO,INACTIVE,TYPE 1,HTQ,erickrosario,1581
HTQ,ROGERROCHA,ROGERROCHA,INACTIVE,TYPE 10,HTQ,rogerrocha,1945
HTQ,USERTESTE2,USERTESTE45,INACTIVE,TYPE 1,HTQ,userteste2,1638
HTQ,CARLOSALESSANDRO,CARLOSALESSANDRO,INACTIVE,TYPE 10,HTQ,carlosalessandro,1950
HTQ,LEONARDOESTEVES,LEONARDOESTEVES,ACTIVE,TYPE 1,HTQ,leonardoesteves,1732
HTQ,ALBERICOBELA,ALBERICOBELA,INACTIVE,TYPE 10,HTQ,albericobela,1969
HTQ,ADRIANOROSARIO,ADRIANOROSARIO,INACTIVE,TYPE 10,HTQ,adrianorosario,1998
HTQ,RAFAELPEREIRA,RAFAELPEREIRA,ACTIVE,TYPE 1,HTQ,rafaelpereira,2005
HTQ,LUCASRANGEL,LUCASRANGEL,INACTIVE,TYPE 10,HTQ,Lucasrangel,1783
HTQ,RAFAELNUNES,RAFAELNUNES,INACTIVE,TYPE 10,HTQ,rafaelnunes,2006
HTQ,AMARILDOALMEIDA,AMARILDOALMEIDA,INACTIVE,TYPE 10,HTQ,amarildoalmeida,2007
HTQ,JONESSILVA,JONESSILVA,INACTIVE,TYPE 10,HTQ,jonessilva,2016
HTQ,PRICILLAFERNANDES,PRICILLAFERNANDES,INACTIVE,TYPE 10,HTQ,pricillafernandes,2035
HTQ,LUCASSANTANA,LUCASSANTANA,INACTIVE,TYPE 1,HTQ,lucassantana,1871
HTQ,DANILOSILVA,DANILOSILVA,INACTIVE,TYPE 1,HTQ,danilosilva,1872
HTQ,GREYMEROSORIO,GREYMEROSORIO,INACTIVE,TYPE 10,HTQ,greymerosorio,1887
HTQ,CARLOSSOARES,CARLOSSOARES,INACTIVE,TYPE 10,HTQ,carlossoares,2036
HTQ,HELLENMARTINS,HELLENMARTINS,INACTIVE,TYPE 10,HTQ,hellenmartins,2064
HTQ,MARIANOREBELO,MARIANOREBELO,INACTIVE,TYPE 10,HTQ,marianorebelo,2070
HTQ,EVERSONNUNES,EVERSONNUNES,INACTIVE,TYPE 10,HTQ,eversonnunes,2074
HTQ,LUCASDOSANTOS,LUCASDOSANTOS,INACTIVE,TYPE 10,HTQ,lucasdosantos,2125
HTQ,ALUISIORODRIGUES,ALUISIORODRIGUES,INACTIVE,TYPE 10,HTQ,aluisiorodrigues,2126
HTQ,GESPINDOLA,GESPINDOLA,ACTIVE,TYPE 1,HTQ,gespindola,2135
HTQ,GIANVALIATT,GIANVALIATT,INACTIVE,TYPE 1,HTQ,gianvaliatt,2138
HTQ,RICARDOSOTERO,RICARDOSOTERO,INACTIVE,TYPE 10,HTQ,ricardosotero,2142
HTQ,RAPHAELRANGELDASILVA,RAPHAELRANGELDASILVA,INACTIVE,TYPE 10,HTQ,raphaelrangeldasilva,2143
HTQ,ANDREBENINI,ANDREBENINI,INACTIVE,TYPE 10,HTQ,andrebenini,2144
HTQ,DANIELSALES,DANIELSALES,INACTIVE,TYPE 1,HTQ,danielsales,1294
HTQ,DIEGOMAGALHAES,DIEGOMAGALHAES,INACTIVE,TYPE 1,HTQ,diegomagalhaes,1295
HTQ,ERIVELTONDASILVA,ERIVELTONDASILVA,ACTIVE,TYPE 1,HTQ,eriveltondasilva,1299
HTQ,MUHAMMADSAIFUDIN,MUHAMMADSAIFUDIN,INACTIVE,TYPE 1,HTQ,muhammadsaifudin,1309
HTQ,FRANCISCOSILVA,FRANCISCOSILVA,ACTIVE,TYPE 1,HTQ,franciscosilva,1312
HTQ,WELTMANGARCIA,WELTMANGARCIA,ACTIVE,TYPE 1,HTQ,weltmangarcia,1315
HTQ,OTAVIOSOUZA,OTAVIOSOUZA,INACTIVE,TYPE 1,HTQ,otaviosouza,1340
HTQ,JIUDELLIOSOUZA,JIUDELLIOSOUZA,INACTIVE,TYPE 1,HTQ,jiudelliosouza,1366
HTQ,LUCASSOARES,LUCASSOARES,ACTIVE,TYPE 1,HTQ,lucassoares,1429
HTQ,JOAO.SANTOS,JOAO.SANTOS,DELETED,TYPE 10,HTQ,JOAO.SANTOS,1488
HTQ,MAXINST,MAXINST,INACTIVE,TYPE 1,HTQ,maxinst,1504
HTQ,EDUARDOREGO,EDUARDOREGO,ACTIVE,TYPE 1,HTQ,eduardorego,1517
HTQ,FELIPELLIMA,FELIPELLIMA,DELETED,TYPE 10,HTQ,felipellima,1537
HTQ,MANOELOSCAR,MANOELOSCAR,INACTIVE,TYPE 10,HTQ,manoeloscar,2024
HTQ,RUHANMACHADO,RUHANMACHADO,INACTIVE,TYPE 10,HTQ,ruhanmachado,2034
HTQ,NIESLIESANTOS,NIESLIESANTOS,INACTIVE,TYPE 10,HTQ,niesliesantos,2061
HTQ,ERICCASTELAR,ERICCASTELAR,INACTIVE,TYPE 1,HTQ,ericcastelar,1580
HTQ,DANILOCARVALHO,DANILOCARVALHO,ACTIVE,TYPE 10,HTQ,danilocarvalho,2077
HTQ,TIAGOFREIRE,TIAGOFREIRE,INACTIVE,TYPE 10,HTQ,tiagofreire,1608
HTQ,ANDREPORTO,ANDREPORTO,INACTIVE,TYPE 10,HTQ,andreporto,2082
HTQ,PAULOFIDALGO,PAULOFIDALGO,INACTIVE,TYPE 10,HTQ,paulofidalgo,2102
HTQ,LUDYMILLALEONTINO,LUDYMILLALEONTINO,ACTIVE,TYPE 10,HTQ,ludymillaleontino,2146
HTQ,ROBERTALEX,ROBERTALEX,INACTIVE,TYPE 10,HTQ,robertalex,2147
HTQ,RAFAELSABADINI,RAFAELSABADINI,INACTIVE,TYPE 1,HTQ,rafaelsabadini,2151
HTQ,LUCIANOVALERIOTE,LUCIANOVALERIOTE,DELETED,TYPE 10,HTQ,lucianovaleriote,1775
HTQ,PATRICIOGOMES,PATRICIOGOMES,ACTIVE,TYPE 1,HTQ,patriciogomes,2152
HTQ,ELOIORLANDINI,ELOIORLANDINI,INACTIVE,TYPE 1,HTQ,eloiorlandini,1795
HTQ,DIEGODASILVA,DIEGODASILVA,INACTIVE,TYPE 1,HTQ,diegodasilva,2153
HTQ,ANDREJKUEHN,ANDREJKUEHN,INACTIVE,TYPE 1,HTQ,andrejkuehn,1810
HTQ,SILASBISPO,SILASBISPO,INACTIVE,TYPE 10,HTQ,silasbispo,1821
HTQ,DENISVIANA,DENISVIANA,INACTIVE,TYPE 10,HTQ,denisviana,2155
HTQ,WESTHERJOHN,WESTHERJOHN,INACTIVE,TYPE 10,HTQ,westherjohn,2156
HTQ,FABIOGARCIA,FABIOGARCIA,INACTIVE,TYPE 10,HTQ,fabiogarcia,1885
HTQ,ALEXANDRECURY,ALEXANDRECURY,INACTIVE,TYPE 1,HTQ,alexandrecury,1890
HTQ,APAZ,APAZ,INACTIVE,TYPE 10,HTQ,apaz,2159
HTQ,CLEUMIRJUNIOR,CLEUMIRJUNIOR,INACTIVE,TYPE 10,HTQ,cleumirjunior,2161
HTQ,JJUNIORSLB,JJUNIORSLB,INACTIVE,TYPE 10,HTQ,jjuniorslb,2162
HTQ,LARYSSASILVA,LARYSSASILVA,INACTIVE,TYPE 1,HTQ,laryssasilva,2165
HTQ,LUCASFREITAS,LUCASFREITAS,INACTIVE,TYPE 10,HTQ,lucasfreitas,2166
HTQ,FABIOFERREIRA,FABIOFERREIRA,INACTIVE,TYPE 10,HTQ,fabioferreira,2167
HTQ,ITAMARMARCHON,ITAMARMARCHON,NEWREG,TYPE 10,HTQ,itamarmarchon,2168
HTQ,VICTORBRANCO,VICTORBRANCO,INACTIVE,TYPE 10,HTQ,victorbranco,2170
HTQ,MAYCONFROSSARD,MAYCONFROSSARD,INACTIVE,TYPE 10,HTQ,mayconfrossard,2171
HTQ,ALESSANDROANDRADE,ALESSANDROANDRADE,INACTIVE,TYPE 10,HTQ,alessandroandrade,2177
HTQ,JORGEALVES,JORGEALVES,INACTIVE,TYPE 10,HTQ,jorgealves,2179
HTQ,ALANNAPOLEAOF,ALANNAPOLEAOF,INACTIVE,TYPE 10,HTQ,alannapoleaof,2182
HTQ,MARCELAVILAR,MARCELAVILAR,INACTIVE,TYPE 10,HTQ,marcelavilar,2183
HTQ,OSCARLRODRIGUEZ,OSCARLRODRIGUEZ,INACTIVE,TYPE 10,HTQ,oscarlrodriguez,2186
HTQ,PAULOFERNANDO,PAULOFERNANDO,INACTIVE,TYPE 10,HTQ,paulofernando,2188
HTQ,CARLOSASANTOS,CARLOSASANTOS,ACTIVE,TYPE 1,HTQ,carlosasantos,1209
HTQ,DAVIDARANTES,DAVIDARANTES,INACTIVE,TYPE 1,HTQ,davidarantes,1213
HTQ,EMMANUELJUNIOR,EMMANUELJUNIOR,INACTIVE,TYPE 1,HTQ,emmanueljunior,1217
HTQ,JHONATANSANTOS,JHONATANSANTOS,ACTIVE,TYPE 1,HTQ,jhonatansantos,1222
HTQ,LARAKLEM,LARAKLEM,ACTIVE,TYPE 1,HTQ,laraklem,1227
HTQ,PAULOMARTINS,PAULOMARTINS,ACTIVE,TYPE 1,HTQ,paulomartins,1236
HTQ,AARONCARTER,AARONCARTER,DELETED,TYPE 1,HTQ,aaroncarter,1252
HTQ,LUCIANOJUNIOR,LUCIANOJUNIOR,ACTIVE,TYPE 1,HTQ,lucianojunior,1273
HTQ,FABIANAALVES,FABIANAALVES,INACTIVE,TYPE 1,HTQ,fabianaalves,1272
HTQ,VITORMONTEIRO,VITORMONTEIRO,ACTIVE,TYPE 1,HTQ,vitormonteiro,1275
HTQ,ALEXSANDROSANTOS,ALEXSANDROSANTOS,ACTIVE,TYPE 1,HTQ,alexsandrosantos,1279
HTQ,BRUNOMOALLEM,BRUNOMOALLEM,INACTIVE,TYPE 1,HTQ,brunomoallem,1321
HTQ,FREDERICOCOSTA,FREDERICOCOSTA,ACTIVE,TYPE 1,HTQ,fredericocosta,1338
HTQ,MARLEISILVA,MARLEISILVA,ACTIVE,TYPE 1,HTQ,marleisilva,1344
HTQ,MARCOSSANTOS,MARCOSSANTOS,INACTIVE,TYPE 1,HTQ,marcossantos,1363
HTQ,ITEAM,ITEAM,ACTIVE,TYPE 2,HTQ,iteam,1022
HTQ,TAYANECHAVES,TAYANECHAVES,INACTIVE,TYPE 1,HTQ,tayanechaves,1365
HTQ,RODRIGOABREU,RODRIGOABREU,INACTIVE,TYPE 1,HTQ,rodrigoabreu,1372
HTQ,GUILHERMEMANHAES,GUILHERMEMANHAES,INACTIVE,TYPE 3,HTQ,guilhermemanhaes,1392
HTQ,EDERTERRA,EDERTERRA,ACTIVE,TYPE 1,HTQ,ederterra,1445
HTQ,DOUGLASCARDOSO,DOUGLASCARDOSO,ACTIVE,TYPE 1,HTQ,douglascardoso,1456
HTQ,PLINIOSALGADO,PLINIOSALGADO,ACTIVE,TYPE 1,HTQ,pliniosalgado,1471
HTQ,ROMULOCABRAL,ROMULOCABRAL,ACTIVE,TYPE 1,HTQ,romulocabral,1474
HTQ,WEVERTTONBARBOSA,WEVERTTONBARBOSA,INACTIVE,TYPE 1,HTQ,weverttonbarbosa,1478
HTQ,NATHALIAMACHADO,NATHALIAMACHADO,INACTIVE,TYPE 1,HTQ,nathaliamachado,1482
HTQ,NYKOLASNEVES,NYKOLASNEVES,INACTIVE,TYPE 1,HTQ,NYKOLASNEVES,1490
HTQ,VICTORCOSTA,VICTORCOSTA,ACTIVE,TYPE 1,HTQ,victorcosta,1505
HTQ,GIOVANEESPINDULA,GIOVANEESPINDULA,INACTIVE,TYPE 1,HTQ,giovaneespindula,1507
HTQ,JOELSONNOGUEIRA,JOELSONNOGUEIRA,ACTIVE,TYPE 10,HTQ,joelsonnogueira,1560
HTQ,CAMILLACARVALHO,CAMILLACARVALHO,INACTIVE,TYPE 1,HTQ,camillacarvalho,1577
HTQ,LINDOMARSILVA,LINDOMARSILVA,ACTIVE,TYPE 1,HTQ,lindomarsilva,1585
HTQ,RODRIGODSILVA,RODRIGODSILVA,ACTIVE,TYPE 1,HTQ,rodrigodsilva,1588
HTQ,RODRIGODEMORAES,RODRIGODEMORAES,INACTIVE,TYPE 1,HTQ,rodrigodemoraes,1589
HTQ,FELIPEPRACA,FELIPEPRACA,ACTIVE,TYPE 1,HTQ,felipepraca,1592
HTQ,KARINERANGEL,KARINERANGEL,INACTIVE,TYPE 1,HTQ,karinerangel,1635
HTQ,ROBERTSILVA,ROBERTSILVA,INACTIVE,TYPE 10,HTQ,robertsilva,1706
HTQ,ALVAROPINHEIRO,ALVAROPINHEIRO,INACTIVE,TYPE 10,HTQ,alvaropinheiro,1763
HTQ,MARCELLOVERDADE,MARCELLOVERDADE,INACTIVE,TYPE 10,HTQ,marcelloverdade,1776
HTQ,DIEGOOLIVEIRA,DIEGOOLIVEIRA,ACTIVE,TYPE 10,HTQ,diegooliveira,1781
HTQ,IURYLONGO,IURYLONGO,ACTIVE,TYPE 1,HTQ,iurylongo,1836
HTQ,JHONATASANTOS,JHONATASANTOS,INACTIVE,TYPE 10,HTQ,jhonatasantos,1849
HTQ,PEDROBEDELI,PEDROBEDELI,ACTIVE,TYPE 1,HTQ,pedrobedeli,1873
HTQ,CLAUDEMIRSILVA,CLAUDEMIRSILVA,INACTIVE,TYPE 1,HTQ,claudemirsilva,1290
HTQ,RUANMIRANDA,RUANMIRANDA,ACTIVE,TYPE 1,HTQ,ruanmiranda,1323
HTQ,ZENILDOJUNIOR,ZENILDOJUNIOR,ACTIVE,TYPE 1,HTQ,zenildojunior,1356
HTQ,MARCELOBRITI,MARCELOBRITI,INACTIVE,TYPE 1,HTQ,marcelobriti,1357
HTQ,NICHOLASGOUVEIA,NICHOLASGOUVEIA,ACTIVE,TYPE 1,HTQ,nicholasgouveia,1359
HTQ,GABRIELALINO,GABRIELALINO,ACTIVE,TYPE 1,HTQ,gabrielalino,1360
HTQ,JOAOBARROS,JOAOBARROS,INACTIVE,TYPE 1,HTQ,joaobarros,1370
HTQ,HELPDESK,HELPDESK,ACTIVE,TYPE 4,HTQ,helpdesk,1375
HTQ,ENZOAZEVEDO,ENZOAZEVEDO,INACTIVE,TYPE 1,HTQ,enzoazevedo,1385
HTQ,HENRIQUEPEREIRA,HENRIQUEPEREIRA,INACTIVE,TYPE 1,HTQ,henriquepereira,1426
HTQ,ANGELOSILVA,ANGELOSILVA,INACTIVE,TYPE 1,HTQ,angelosilva,1427
HTQ,ANDERSONCONCEICAO,ANDERSONCONCEICAO,INACTIVE,TYPE 1,HTQ,andersonconceicao,1443
HTQ,RONALDOSANTOS,RONALDOSANTOS,INACTIVE,TYPE 1,HTQ,ronaldosantos,1448
HTQ,BRUNOBASTOS,BRUNOBASTOS,INACTIVE,TYPE 1,HTQ,brunobastos,1450
HTQ,GLAUCIOAZEVEDO,GLAUCIOAZEVEDO,ACTIVE,TYPE 1,HTQ,glaucioazevedo,1459
HTQ,MARCELOPACHECO,MARCELOPACHECO,INACTIVE,TYPE 1,HTQ,marcelopacheco,1463
HTQ,MARCOSPIMENTEL,MARCOSPIMENTEL,INACTIVE,TYPE 1,HTQ,marcospimentel,1466
HTQ,MATEUSSOUZA,MATEUSSOUZA,ACTIVE,TYPE 1,HTQ,mateussouza,1468
HTQ,PHAYNENUNES,PHAYNENUNES,INACTIVE,TYPE 1,HTQ,phaynenunes,1470
HTQ,THIAGONEVES,THIAGONEVES,ACTIVE,TYPE 1,HTQ,thiagoneves,1476
HTQ,UILLIANEMIDIO,UILLIANEMIDIO,ACTIVE,TYPE 1,HTQ,Uillianemidio,1487
HTQ,MAGNOGOMES,MAGNOGOMES,INACTIVE,TYPE 1,HTQ,magnogomes,1497
HTQ,FLAVIOCAMPOS,FLAVIOCAMPOS,INACTIVE,TYPE 1,HTQ,flaviocampos,1522
HTQ,FABIOLUZ,FABIOLUZ,INACTIVE,TYPE 1,HTQ,fabioluz,1583
HTQ,RAFAELHENRIQUE,RAFAELHENRIQUE,ACTIVE,TYPE 10,HTQ,rafaelhenrique,1594
HTQ,CLEITONSOUZA,CLEITONSOUZA,INACTIVE,TYPE 10,HTQ,cleitonsouza,1929
HTQ,DOUGLASMORAES,DOUGLASMORAES,INACTIVE,TYPE 10,HTQ,douglasmoraes,1944
HTQ,AFRANIOGONCALVES,AFRANIOGONCALVES,INACTIVE,TYPE 10,HTQ,afraniogoncalves,1958
HTQ,LUIZTEIXEIRA,LUIZTEIXEIRA,INACTIVE,TYPE 1,HTQ,luizteixeira,1710
HTQ,ANTONIOTEIXEIRA,ANTONIOTEIXEIRA,INACTIVE,TYPE 1,HTQ,antonioteixeira,1711
HTQ,USUARIOTESTEITEAMPT,USUARIOTESTEITEAMPT,DELETED,TYPE 10,HTQ,usuariotesteiteampt,1973
HTQ,VINICIUSALVES,VINICIUSALVES,INACTIVE,TYPE 1,HTQ,viniciusalves,1984
HTQ,FABRICIOALVES,FABRICIOALVES,INACTIVE,TYPE 10,HTQ,fabricioalves,1991
HTQ,LUCASROCHA,LUCASROCHA,ACTIVE,TYPE 1,HTQ,lucasrocha,1756
HTQ,JOSEQUINTANILHA,JOSEQUINTANILHA,INACTIVE,TYPE 10,HTQ,josequintanilha,2008
HTQ,PEDRORUFINO,PEDRORUFINO,INACTIVE,TYPE 10,HTQ,pedrorufino,2011
HTQ,THAINASILVA,THAINASILVA,INACTIVE,TYPE 10,HTQ,thainasilva,2012
HTQ,ADSONDANTAS,ADSONDANTAS,INACTIVE,TYPE 10,HTQ,adsondantas,1851
HTQ,MARCOSLIMA,MARCOSLIMA,INACTIVE,TYPE 10,HTQ,marcoslima,1884
HTQ,GABRIELFRANCO,GABRIELFRANCO,INACTIVE,TYPE 10,HTQ,gabrielfranco,1891
HTQ,LEONANNASCIMENTO,LEONANNASCIMENTO,ACTIVE,TYPE 10,HTQ,leonannascimento,1900
