USERID,ENV_COUNT,PERSONID_COUNT,LOGINID_COUNT,HYPOTHESIS,REVIEW_PRIORITY,MERGE_DECISION,NEEDS_AD_CONFIRMATION,ENV_LIST,PERSONID_LIST
PERLAFABIANO,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,PERLAFABIANO
PERLAFERNANDES,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08; ODN1,PERLAFERNANDES
PETERDEGROOTE,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1; ODN2,PETERDEGROOTE
PETRYNTOLEDO,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06; N09; ODN1,PETRYNTOLEDO
PFREITAS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,PFREITAS
PHELLYPEVENTURA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,PHELLYPEVENTURA
PHILIPEOLIVEIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,PHILIPEOLIVEIRA
PIERRESILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,PIERRESILVA
PIETROMACHADO,7,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08; N09; ODN1; ODN2,PIETROMACHADO
PRIBEIRO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,PRIBEIRO
RACKSONGUEVARA,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09; ODN1; ODN2,RACKSONGUEVARA
RAFAEL.BOECHAT,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RAFAEL.BOECHAT
RAFAELALMEIDA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09; ODN1,RAFAELALMEIDA
RAFAELAMANHAES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RAFAELAMANHAES
RAFAELAUAD,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08,RAFAELAUAD
RAFAELBELO,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08; ODN2,RAFAELBELO
RAFAELBENIGNO,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08; N09; ODN1,RAFAELBENIGNO
RAFAELCARVALHO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,RAFAELCARVALHO
RAFAELCASTRO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RAFAELCASTRO
RAFAELCHRISPIM,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N08,RAFAELCHRISPIM
RAFAELENF,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,RAFAELENF
RAFAELFONTANA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08,RAFAELFONTANA
RAFAELFRANCA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ,RAFAELFRANCA
RAFAELGSILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN2,RAFAELGSILVA
RAFAELHORTA,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RAFAELHORTA
RAFAELHUBNER,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,RAFAELHUBNER
RAFAELLIMA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN2,RAFAELLIMA
RAFAELLIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RAFAELLIRA
RAFAELMAIA,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N08; N09,RAFAELMAIA
RAFAELMALVINO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N08,RAFAELMALVINO
RAFAELMARCHIORI,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08; N09; ODN1,RAFAELMARCHIORI
RAFAELMATTOS,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06; ODN1,RAFAELMATTOS
RAFAELMELLO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN1,RAFAELMELLO
RAFAELMSOARES,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RAFAELMSOARES
RAFAELNASCIMENTO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RAFAELNASCIMENTO
RAFAELNUNES,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; ODN1; ODN2,RAFAELNUNES
RAFAELPASCOAL,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RAFAELPASCOAL
RAFAELPAULO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RAFAELPAULO
RAFAELPEREIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ,RAFAELPEREIRA
RAFAELROCHA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N09,RAFAELROCHA
RAFAELSIMOES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09,RAFAELSIMOES
RAFAELSLOPES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RAFAELSLOPES
RAFAELTAVARES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,RAFAELTAVARES
RAFAELVASCONCELOS,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09; ODN1,RAFAELVASCONCELOS
RAFAELVIANNA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,RAFAELVIANNA
RAILSONMOREIRA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N09; ODN2,RAILSONMOREIRA
RAIMUNDONONATO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN2,RAIMUNDONONATO
RALPHVELASCO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RALPHVELASCO
RAMONMOREIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06,RAMONMOREIRA
RAMONSANTOS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN2,RAMONSANTOS
RAMONSILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06,RAMONSILVA
RANDERCOIMBRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RANDERCOIMBRA
RANIERIABREU,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,RANIERIABREU
RANIERYJUNIOR,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RANIERYJUNIOR
RAONIBATISTA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN1,RAONIBATISTA
RAPHAELBARBOSA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN1,RAPHAELBARBOSA
RAPHAELCESAR,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1; ODN2,RAPHAELCESAR
RAPHAELCORREA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN1,RAPHAELCORREA
RAPHAELFEIJO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N09,RAPHAELFEIJO
RAPHAELFERNANDES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RAPHAELFERNANDES
RAPHAELGONZAGA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RAPHAELGONZAGA
RAPHAELMAGALHAES,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; ODN2,RAPHAELMAGALHAES
RAPHAELMEDEIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RAPHAELMEDEIRA
RAPHAELMONTEIRO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN2,RAPHAELMONTEIRO
RAPHAELNFILHO,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RAPHAELNFILHO
RAPHAELP,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN2,RAPHAELP
RAPHAELPINTO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN2,RAPHAELPINTO
RAPHAELQUEIROZ,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,RAPHAELQUEIROZ
RAPHAELWALTZ,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN2,RAPHAELWALTZ
RAQUELALVES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,RAQUELALVES
RAYANNEOLIVEIRA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; ODN2,RAYANNEOLIVEIRA
RAYSASILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RAYSASILVA
RCCORREA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N08,RCCORREA
RCUNHA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,RCUNHA
RDIAS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,RDIAS
REALECARVALHO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,REALECARVALHO
REBECATAVARES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ,REBECATAVARES
REGINALDOBUSSADE,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08; ODN1,REGINALDOBUSSADE
REINALDOBESSA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,REINALDOBESSA
REINALDOCUNHA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,REINALDOCUNHA
REINALDOWAGNER,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,REINALDOWAGNER
REINANDEJESUS,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1; ODN2,REINANDEJESUS
RENANASSEF,5,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN2,RENANASSEF
RENANAVNER,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RENANAVNER
RENANAZEVEDO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,RENANAZEVEDO
RENANCARVALHO,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RENANCARVALHO
RENANSANTOS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; ODN2,RENANSANTOS
RENANVIEIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RENANVIEIRA
RENATAANDRADE,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RENATAANDRADE
RENATAMANFREDINI,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08; N09,RENATAMANFREDINI
RENATAPEREIRA,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RENATAPEREIRA
RENATOALMEIDA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06,RENATOALMEIDA
RENATOCASTRO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N08,RENATOCASTRO
RENATOFREIRE,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RENATOFREIRE
RENATOJACQUES,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09; ODN1,RENATOJACQUES
RENATOPIMENTEL,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RENATOPIMENTEL
RENATOSOARES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RENATOSOARES
RENATOVILLELA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,RENATOVILLELA
RENESPAKMAN,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06,RENESPAKMAN
RENNANSANTOS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N09,RENNANSANTOS
RFREITAS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RFREITAS
RHALFGOMES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,RHALFGOMES
RHAYANRIBEIRO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N09,RHAYANRIBEIRO
RHAYANSANTOS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,RHAYANSANTOS
RHUANGAMA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09; ODN2,RHUANGAMA
RHUDSONCOUTO,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08; ODN1,RHUDSONCOUTO
RIANALVES,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1; ODN2,RIANALVES
RICARDOAMOEDO,5,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N09; ODN1; ODN2,RICARDOAMOEDO
RICARDOBARROS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RICARDOBARROS
RICARDOBASTOS,7,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08; N09; ODN1; ODN2,RICARDOBASTOS
RICARDOCASTRO,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; ODN2,RICARDOCASTRO
RICARDODVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08,RICARDODVA
RICARDOPRIOLI,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN2,RICARDOPRIOLI
RICARDOVIEIRA,7,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08; N09; ODN1; ODN2,RICARDOVIEIRA
RICHARDVILCHEZ,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09,RICHARDVILCHEZ
RIMAS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,RIMAS
RITIELEMACHADO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N09,RITIELEMACHADO
RMARTINS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RMARTINS
RMOTA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RMOTA
ROBERTAAP,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,ROBERTAAP
ROBERTAROMAES,7,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08; N09; ODN1; ODN2,ROBERTAROMAES
ROBERTATOSTES,7,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08; N09; ODN1; ODN2,ROBERTATOSTES
ROBERTMATECKI,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,ROBERTMATECKI
ROBERTMENDONCA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,ROBERTMENDONCA
ROBERTOGOMES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN2,ROBERTOGOMES
ROBERTOLAURENTINO,2,0,0,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,
ROBERTOSILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08,ROBERTOSILVA
ROBERTOSOBREIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN1,ROBERTOSOBREIRA
ROBERTSILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06,ROBERTSILVA
ROBERTTHOMSON,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN2,ROBERTTHOMSON
ROBERVALSALES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09,ROBERVALSALES
ROBSONCARVALHO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,ROBSONCARVALHO
ROBSONCASSIANO,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1; ODN2,ROBSONCASSIANO
ROBSONCEZAR,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09; ODN1,ROBSONCEZAR
ROBSONDASILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,ROBSONDASILVA
ROBSONF,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,ROBSONF
ROBSONFERNANDES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,ROBSONFERNANDES
ROBSONMENDES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,ROBSONMENDES
ROBSONMONTEIRO,2,0,0,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,ODN1; ODN2,
ROBSONOLIVEIRA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; ODN2,ROBSONOLIVEIRA
ROBSONROSAFMC,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,ROBSONROSAFMC
ROBSPIERREPARENTE,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N09,ROBSPIERREPARENTE
RODIONSERDYUKOV,5,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08; N09; ODN1; ODN2,RODIONSERDYUKOV
RODNEYKIRLIAN,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06; N08,RODNEYKIRLIAN
RODOLFONOGUEIRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06,RODOLFONOGUEIRA
RODOLFORANGEL,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,RODOLFORANGEL
RODOLFOREAL,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN2,RODOLFOREAL
RODOLFORIBEIRO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN1,RODOLFORIBEIRO
RODOLPHOJORGE,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; ODN2,RODOLPHOJORGE
RODRICARDOSO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N09,RODRICARDOSO
RODRIGOABREU,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ,RODRIGOABREU
RODRIGOACARDOSO,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RODRIGOACARDOSO
RODRIGOAUGUSTO,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06,RODRIGOAUGUSTO
RODRIGOBAPTISTA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN2,RODRIGOBAPTISTA
RODRIGOBASTOS,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N08; N09,RODRIGOBASTOS
RODRIGOBERTI,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09; ODN2,RODRIGOBERTI
RODRIGOCESAR,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,RODRIGOCESAR
RODRIGOCHAGAS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N09,RODRIGOCHAGAS
RODRIGOCHAMUSCA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN2,RODRIGOCHAMUSCA
RODRIGOCOIMBRA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N06,RODRIGOCOIMBRA
RODRIGOCOSTA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N08,RODRIGOCOSTA
RODRIGODOSSANTOS,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RODRIGODOSSANTOS
RODRIGOFERNANDES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN2,RODRIGOFERNANDES
RODRIGOFIORE,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,HTQ; N09,RODRIGOFIORE
RODRIGOGOES,6,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N06; N08; N09; ODN1; ODN2,RODRIGOGOES
RODRIGOGUIMARAES,7,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; HTQ; N06; N08; N09; ODN1; ODN2,RODRIGOGUIMARAES
RODRIGOMENDES,4,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N09; ODN1; ODN2,RODRIGOMENDES
RODRIGOMOTTA,3,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; N08; N09,RODRIGOMOTTA
RODRIGOOGANE,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; N09,RODRIGOOGANE
RODRIGOOLIVEIRA,2,0,0,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N08; ODN1,
RODRIGOPEREIRASILVA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N06; N08,RODRIGOPEREIRASILVA
RODRIGORODRIGUES,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,N09; ODN1,RODRIGORODRIGUES
RODRIGOROSA,2,1,1,POTENTIAL_SAME_PERSON,MEDIUM,AWAITING_AD_MATCH,YES,BASE; ODN1,RODRIGOROSA
